title,singer,lyrics
여정,왁스,"거리마다 불빛이 흐느끼듯 우는 밤

세월 흐른 지금도 사랑하고 있다니

내나이가 몇인가 꽃이 되어 진 세월

무던히도 참았던 외로움에 눈물이

사랑했어 사랑했어 

우린 미치도록 사랑했었어

보고 싶어 너무 보고싶어 

내 사랑이 식기 전에..

별빛속을 헤매던 하나였던 그림자

지금 어디있는지 너무 보고싶은데

사랑했어 사랑했어 

우린 미치도록 사랑했었어

보고 싶어 너무 보고싶어

단한번만 내게 돌아와줘 돌아 와줘

슬픈 내눈물이 마르기전에

보고싶어 너무 보고 싶어 

내 사랑이 다 식기전에

이것만은 꼭 기억해야해 

가려거든 오지마.."
바보같은 너,왁스,"보고 싶은 너 안고 싶은 너
잊혀진 오늘이라 외롭다

텅 빈 한숨만 짙은 한숨만
그만 울어 버린다

행복했던 너의 음성이
떨어진 낙엽처럼 슬피 들리고

너의 웃던 얼굴
조금씩 흐려져 눈물 되어 운다

시간이 지나면 무뎌져 가겠지
또 다른 널 만나 너를 지우겠지

모든걸 다 줬던 니가 돌아올까 봐
아직도 기다리는 바보같은 나

칼날처럼 시린 바람이
어느덧 내 온몸을 스쳐 지나고

사랑했던 추억
못 잊을 그 날에 니가 잠시 분다

시간이 지나면 무뎌져 가겠지
또 다른 널 만나 너를 지우겠지


모든 걸 다 줬던 니가 돌아올까 봐
아직도 기다리는 바보같은 나

어떻게 널 잊을 수 있겠니
생각해봐

아직도 모르니 정말 모르겠니
바보 같은 내가 널 기다리잖아

한때 전부였던 니가 다시 올까 봐
아직도 기다리는 바보같은 나

바보같은 너"
너의 모든 순간,성시경,"이윽고 내가 한눈에 너를 알아봤을 때
모든 건 분명 달라지고 있었어 
내 세상은 널 알기 전과 후로 나뉘어

니가 숨 쉬면 따스한 바람이 불어와
니가 웃으면 눈부신 햇살이 비춰

거기 있어줘서 그게 너라서
가끔 내 어깨에 가만히 기대주어서
나는 있잖아 정말 빈틈없이 행복해
너를 따라서 시간은 흐르고 멈춰

물끄러미 너를 들여다 보곤 해
그것 말고는 아무것도 할 수 없어서
너의 모든 순간 그게 나였으면 좋겠다
생각만 해도 가슴이 차올라 나는 온통 너로

보고 있으면 왠지 꿈처럼 아득한 것
몇 광년 동안 날 향해 날아온 별빛 또 지금의 너

*거기 있어줘서 그게 너라서
가끔 나에게 조용하게 안겨주어서
나는 있잖아 정말 남김없이 고마워
너를 따라서 시간은 흐르고 멈춰

물끄러미 너를 들여다보곤 해
너를 보는 게 나에게는 사랑이니까
너의 모든 순간 그게 나였으면 좋겠다
생각만 해도 가슴이 차올라 나는 온통 너로.
니 모든 순간 나였으면."
희재,성시경,"햇살은 우릴 위해 내리고 바람도 서롤 감싸게 했죠 
우리 웃음속에 계절은 오고 또 갔죠 
바람에 흔들리는 머리결 내게 불어오는 그대향기 
예쁜 두눈도 웃음소리도 모두가 내것이었죠 

이런 사랑 이런 행복 쉽다 했었죠 
이런 웃음 이런 축복 내게 쉽게 올리 없죠 
눈물조차 울음조차 닦지 못한 나 
정말로 울면 내가 그댈 보내준 것 같아서 

그대 떠나가는 그 순간도 나를 걱정 했었나요 
무엇도 해줄 수 없는 내 맘 앞에서 
그댄 나를 떠나간다 해도 난 그댈 보낸적 없죠 
여전히 그댄 나를 살게하는 이유일테니 

이런사랑 이런행복 쉽다 했었죠 
이런 웃음 이런 축복 내게 쉽게 올리 없죠 
눈물조차 울음조차 닦지 못한 나 
정말로 울면 내가 그댈 보내준 것 같아서 

그대 떠나가는 그 순간도 나를 걱정 했었나요 
무엇도 해줄 수 없는 내 맘 앞에서 
그댄 나를 떠나간다 해도 난 그댈 보낸적 없죠 
기다림으로 다시 시작일테니 

얼마나 사랑했는지 얼마나 더 울었는지 
그대여 한순간조차 잊지말아요(잊지말아요) 
거기 떠나간 그 곳에서 날 기억하며 기다려요 
(날 기억해줘요) 

하루씩 그대에게 다가가는 나일테니"
너는 나의 봄이다,성시경,"어쩌자고 난 널 알아봤을까 
또 어쩌자고 난 너에게 다가갔을까

떠날 수도 없는 이젠 
너를 뒤에 두고 걸어도 
보이는 것은 네 모습뿐인걸

언젠가 네가 했던 아픈 말 
서로를 만나지 않았다면 
덜 힘들었을까 
너는 

울고 있다 참고 있다 
고갤 든다 아프게 웃는다 
노을빛 웃음 온 세상 물들이고 있다

보고 싶다 안고 싶다 
네 곁에 있고 싶다 아파도
너의 곁에 잠들고 싶다


첨 그날부터 뒷걸음질 친 너 
또 첨 그날부터 이별을 떠올렸던 나

널 너무 갖고 싶어도 
외면할 수 없었던 것들 
차가운 세상 서글픈 계산들

아무리 조심해도 애써도 
아무리 아닌 척 밀어내도 
이미 난 네가 
좋아 

보고 싶다 달려간다 
두드린다 넌 놀라 웃는다 
동그란 웃음 온 세상 다 어루만진다 

울지 마라 가지 마라 
이제는 머물러라 내 곁에 
넌 따뜻한 나의 봄인걸 

아직 망설이는 네 맘 앞에 
그래도 멈추지 못할 내 마음
네게 남은 두려움 너를 안고 안아 
내 품이 편해질 때까지 

울고 있다 참고 있다 
고갤 든다 아프게 웃는다
노을빛 웃음 온 세상 물들이고 있다

울지 마라 가지 마라 
이제는 머물러라 내 곁에 
넌 따뜻한 나의 봄인걸

마침내 만나게 된 
너는 나의 따뜻한 봄이다"
두 사람,성시경,"지친 하루가 가고 달빛 아래 두 사람 하나의 그림자
눈 감으면 잡힐 듯 아련한 행복이 아직 저기 있는데

상처 입은 마음은 너의 꿈마저 그늘을 드리워도
기억해줘 아프도록 사랑하는 사람이 곁에 있다는 걸

때로는 이 길이 멀게만 보여도 서글픈 마음에 눈물이 흘러도

모든일이 추억이 될 때까지 우리 두 사람 서로의 쉴 곳
이 되어주리

너와 함께 걸을 때 어디로 가야 할지 길이 보이지 않을때

기억할게 너 하나만으로 눈이 부시던 그 날의 세상을

여전히 서툴고 또 부족하지만 언제까지나 네 곁에 있을게

캄캄한 밤 길을 잃고 헤매도 우리 두 사람 서로의 등불이
되어주리

먼 훗날 무지개 저 너머에 우리가 찾던 꿈 거기 없다 해도

그대와 나 함께 보내는 지금 이 시간들이 내겐 그보다 더
소중한 걸

때로는 이 길이 멀게만 보여도 서글픈 마음에 눈물이 흘러도

모든 일이 추억이 될 때까지 우리 두 사람 서로의 쉴 곳
이 되어

서툴고 또 부족하지만 언제까지나 곁에 있을게
모진바람 또 다시 불어와도 우리 두 사람 저 거친 세월
을 지나가리"
거리에서,성시경,"니가 없는 거리에는 내가 할 일이 없어서
마냥 걷다 걷다보면 추억을 가끔 마주치지
떠오르는 너의 모습 내 살아나는 그리움 한번에
참 잊기힘든 사람이란 걸 또 한번 느껴지는 하루

어디쯤에 머무는지 또 어떻게 살아가는지
걷다보면 누가 말해줄 것 같아
이 거리가 익숙했던 우리 발걸음이 나란했던
그리운 날들 오늘 밤 나를 찾아온다

널 그리는 널 부르는 내 하루는..
애태워도 마주친 추억이 반가워
날 부르는 목소리에 돌아보면
텅 빈 거리 어느새 수 많은 니 모습만 가득해..

<간주>

막다른 길 다다라서 낯익은 벽 기대보면
가로등 속 환히 비춰지는 고백하는 내가 보여
떠오르는 그 때 모습 내 살아나는 설레임 한번에
참 잊기 힘든 순간이란 걸 또 한번 느껴지는 하루

아직 나를 생각할지 또 그녀도 나를 찾을지
걷다 보면 누가 말해줄 것 같아
이 거리가 익숙했던 우리 발걸음이 나란했던
그리운 날들 오늘 밤 나를 찾아온다

널 그리는 널 부르는 내 하루는.. 
애태워도 마주친 추억이 반가워
날 부르는 목소리에 돌아보면
텅 빈 거리 어느새 수 많은 니 모습만 가득해..

부풀은 내 가슴이 밤 하늘에 외쳐본다
이 거리는 널 기다린다고...

널 그리는 널 부르는 내 하루는 
애태워도 마주친 추억이 반가워 
날 부르는 목소리에 돌아보면
텅 빈 거리 어느새 수 많은 니 모습만..
가득해..

막다른길 다다라서 낯익은 벽 기대보면
가로등 속 환히 비춰지는 고백하는 내가 
보여 떠오르는 그때모습 내 살아나는 설레임
 한번에 참 잊기 힘든 순간이란 걸 또 한번 
느껴지는 하루 아직 나를 생각할지 또 그녀도
 나를 찾을지 걷다보면 누가 말해줄 것 
같아 이거리가 익숙했던 우리 발걸음이 
나란했던 그리운 날들 오늘밤 나를 찾아온다 
널 그리는 널 부르는 내 하루는 애태워도
 마주친 추억이 반가워 날 부르는 목소리에
 돌아보면 텅빈 거리 어느새 수 많은 니 모습만 
가득 부풀은 내 가슴이 밤 하늘에 외쳐본다 이
 거리는 널 기다린다고 널 그리는 널 부르는 
내 하루는 애태워도 마주친 추억이 반가워 날
 부르는 목소리에 돌아보며 텅빈거리 어느새 수
 많은 니 모습만 가득해"
내게 오는 길,성시경,"지금 곁에서 딴 생각에 잠겨 걷고 있는 그대
설레는 마음에 몰래 그대 모습 바라보면서 내안에 담아요
사랑이겠죠 또 다른 말로는 설명할 수 없죠
함께 걷는 이 길 다시 추억으로 끝나지 않게
꼭 오늘처럼 지켜갈게요

사랑한다는 그말 
아껴둘껄 그랬죠
이제 어떻게 내맘 표현해야 하나
모든것이 변해가도 이맘으로 그댈 사랑할게요

망설였나요
날 받아주기가 아직 힘든가요
그댈 떠난 사랑 그만 잊으려고 애쓰진 마요
나 그때까지 기다릴테니

사랑한다는 그말
아껴둘껄 그랬죠
이제 어떻게 내맘 표현해야 하나
모든것이 변해가도 이 맘으로 그댈 사랑할게요

눈물이 또 남아있다면 모두 흘려버려요
이 좋은 하늘아래 우리만 남도록

사랑할 수 있나요
내가 다가간만큼
이젠 내게 와줘요
내게 기댄마음
사랑이 아니라 해도 괜찮아요 그댈 볼수 있으니
괜찮아요 내가 사랑할테니"
안녕 나의 사랑,성시경,"여름냄새 벌써 이 거리에
날 비웃듯 시간은 흐르네
눈부신 햇살 얼굴을 가리면
빨갛게 손끝은 물들어가
몰래 동그라미 그려놨던
달력 위 숫자 어느덧 내일
제일 맘에 드는 옷 펼쳐놓고서
넌 어떤 표정일까 나 생각해

해맑은 아이 같은 그대의 눈동자 그 미소가 
자꾸 밟혀서 눈에 선해 한숨만 웃음만 
그대 힘겨운 하루의 끝 이젠
누가 지킬까 누가 위로할까

내 턱끝까지 숨이 차올라
내 머리 위로 바람이 불어온다
온 힘을 다해 나는 달려간다
이게 마지막 선물이 될지도 몰라

눈물이 흘러 아니 내 얼굴 가득히 흐르는 땀방울
늘 그랬듯이 아무렇지 않게 웃으며
안녕 나의 사랑 그대 미안해

하루에도 몇 번씩 나눴던
잘잤어 보고싶다는 인사
그리울 때면 꺼내볼 수 있게
하나하나 내 마음에 담곤해

해맑은 아이 같은 그대의 눈동자 그 미소가 
자꾸 밟혀서 눈에 선해 한숨만 웃음만 
그대 힘겨운 하루의 끝 이젠 
누가 지킬까 누가 위로할까

내 턱끝까지 숨이 차올라
내 머리 위로 바람이 불어온다
온 힘을 다해 나는 달려간다
이게 마지막 선물이 될지도 몰라 (몰라)

(간주)

어떻게 어떻게 그대없는 내일 아침은 (난 겁이 나요)
수많은 밤들 견딜 수 있을까 (웃으며 안녕)

길 건너 멀리 니가 보인다
지루했나봐 발끝만 바라보네
온 힘을 다해 나는 달려간다
이제 마지막 인사가 될지도 몰라

눈물이 흘러 아니 내 얼굴 가득히 흐르는 땀방울
나 없을 때 아프면 안돼요 바보처럼 자꾸 (울면안되요)
괜찮을거야 잘 지내요 그대(나의사랑 그대) 안녕"
차마...,성시경,"저기 저 문을 닫아요 우리의 추억이 흩어져요 
슬픈 눈하지 말아요 또 다시 그댈 안고 싶어져요
이제 부질 없는 일이죠 내 마음 애써 추스려야죠
그대 라도 내가 아끼는 그대라도 
돌아서는 발걸음 아프지 않아야 하는데 

입술을 깨물죠 또 발끝만 보죠 
눈물이 자꾸만 차올라 편한표정 지으며 
또 웃음 보이며 잘가라는 말 해줘야 하는데
입술만 떼어도 눈물부터 흘러와 
떠나가는 맘 슬프게 할까봐 음-
그댈 사랑한다는 말 차마 하지 못했죠

시간은 흘러가겠죠 그렇게 사랑도 바래지겠죠
이별이 다 그런거죠 그래요 잠시만 아픈거예요 
내 어깨의 작은 떨림도 입술끝에 고이는 눈물도 괜찮아요
내가 슬픈건 그대 모습 나의 앞에 두고도
할말을 다 못하는 거죠

입술을 깨물죠 또 발끝만 보죠 
눈물이 자꾸만 차올라 편한 표정 지으며 
또 웃음 보이며 잘가라는 말해줘야 하는데 
입술만 떼어도 눈물부터 흘러와 
떠나가는 맘 슬프게 할까봐 음-
그댈 사랑한다는 말 차마 하지 못했죠

그댈 기다릴거란 말 차마하지 못했죠"
좋을텐데,성시경,"좋을 텐데 너의 손 꼭 잡고 그냥 이 길을 걸었으면 
내겐 너뿐인걸 니가 알았으면 좋을 텐데 

얼마 전 만난 남자 얘기 오늘만 해도 벌써 몇번째니 
그에게 전화가 또 왔었다며 조금은 얼굴을 붉히는 너 
집에 돌아오는 길은 포근한 달빛마저 슬퍼 보여 
마음이 아파 나를 위로해줄 니가 있다면 

좋을텐데 너의 손 꼭 잡고 그냥 이 길을 걸었으면 
내게 너뿐인걸 니가 알았으면 좋을텐데 

괜찮은 사람인지 아닌지 한번 본적도 없는 내가알아 
그에게 선물을 또 받았다며 유난히 행복해 보이는 너 
집에 돌아오는 길은 포근한 달빛마저 슬퍼 보여 
마음이 아파 나를 위로해줄 니가 있다면 

좋을텐데 나 아닌 사람 얘기에 때론 화도 내어 봤으면 
그저 너의 곁에 내가 있었으면 좋을텐데 

모르겠니 애써 지켜온 우정마저 놓칠것만 같아 
기다리던 또 망설이던 그런 나 이젠 이젠~ 

좋을텐데 너의 손 꼭 잡고 그냥 이길을 걸었으면 
내겐 너 뿐인걸 니가 알았으면 좋을텐데 
나 아닌 사람 얘기에 때론 화도 내어 봤으면 
그저 너의 곁에 내가 있었으면 좋을텐데"
어디선가 언젠가,성시경,"또 늦은 건 나야 널 기다리게 한 건
네가 웃는 순간마다 난 항상 미안해

소중한 건 언제나 날 
겁나게 만들어
넌 내가 처음 가져보는 
내 제일 아픈 손가락

어디선가 언젠가 너를 만나 사랑하다 
멀어져봤던 사람처럼 널 보면
내 안에 어딘가가 자꾸 아파
어디선가 언젠가 우리 다시 멀어져
잊혀져야 할까 봐 두려워
너의 손을 잡고 있는 순간에도

또 그렇게 보네, 처음 보는 것처럼
내일이면 다시 못 볼 사람인 것처럼

사랑은 날 이토록 조급하게 만들어
넌 내가 끝내 닿고 싶은 내 삶의 
마지막 순간

어디선가 언젠가 너를 만나 사랑하다 
멀어져봤던 사람처럼 널 보면
내 안에 어딘가가 자꾸 아파
어디선가 언젠가 우리 다시 멀어져
잊혀져야 할까 봐 두려워
너의 손을 잡고 있는 순간에도

우연은 없는 말인 거야
이렇게 정해져 있잖아

내 안의 어딘가에 살고 있던 너 
처음부터 살아야 한다 해도 
아마 난 또 이곳에
한 번 더 가까이 보자, 
기억할 수 있게"
제주도의 푸른 밤,성시경,"떠나요 둘이서 모든 것 훌훌 버리고 
제주도 푸른밤 그 별 아래 
이제는 더이상 얽메이긴 우리 싫어요 
신문에 TV에 월급봉투에
아파트 담벼락 보다는 바달 볼 수 있는 창문이 좋아요 
낑깡 밭 일구고 감귤도 우리 둘이 가꿔봐요 
정말로 그대가 외롭다고 느껴진다면 
떠나요 제주도 푸른밤 하늘 아래로 

떠나요 둘이서 힘들게 별로없어요 
제주도 푸른밤 그 별 아래 
그동안 우리는 오랫동안 지쳤잖아요 
술집에 카페에 많은 사람에
도시의 침묵보다는 바다의 속삭임이 좋아요 
신혼부부 밀려와 똑같은 사진찍기 구경하며 
정말로 그대가 재미없다 느껴진다면
떠나요 제주도 푸르매가 살고 있는 곳"
우린 제법 잘 어울려요,성시경,"저기 그대가 보이네요 
오늘도 같은 시간이죠
언제나 조금 젖은 머리로 날 스쳐가죠 
살짝 미소지은 건가요
혹시 날 알아 챈 건가요 
아침을 닮은 그대 향기가 날 사로잡죠 
난 궁금한 게 많죠 
그대 이름 그대의 목소리 온 종일 상상해요 
그대 곁에 날 

정말 서두르진 않을 거예요 
한 걸음 한 걸음씩 
그대가 나를 느끼게 
사랑을 시작할까요 
내일 아침 어쩌면 
말할지도 모르죠 
우리 한 번 만나 볼래요 

(간주중)

물기 어린 나무 사이로 
햇살이 부서지는 거리 
투명한 그대 얼굴이 왠지 좋아 보여요 
기분 좋은 일이 있나요 
가벼워 보이는 발걸음 
살며시 부는 바람을 타고 난 다가가죠 
참 망설였었지만 
오늘은 꼭 얘기할래요 
눈이 참 예쁘다고 좋아한다고 
조금 서투르고 어색하지만 
천천히 알아가요 
그렇게 시작해봐요 
거 봐요 웃을 거면서 
내 마음을 알면서 잘 해낼 수 있겠죠 
우린 제법 잘 어울려요 

정말 서두르진 않을 거예요 
한 걸음 한 걸음씩 그대가 나를 느끼게 
사랑을 시작할까요 
그대 곁엔 언제나 내가 있어줄게요 
변치 않을 거예요 
우린 제법 잘 어울려요"
너에게,성시경,"너의 말들을 웃어 넘기는 나의 마음을 
너는 모르겠지 너의 모든 걸
좋아하지만 지금 나에겐 두려움이 앞서

너무 많은 생각들이 너를 가로 막고는 있지만 
날 보고 웃어주는 네가

너는 아직 순수한 마음이 너무 예쁘게 남았어
하지만 나는 왜 그런지 모두가 어려운걸
세상은 분명히 변하겠지 

우리의 생각들도 달라지겠지 생각해 봐
어려운 일 뿐이지 나에게 보내는 
따뜻한 시선을 때로는 외면하고
얼굴을 돌리는 걸 넌 느끼니(넌 느끼니..?) 
너를 싫어해서가 아니야

너를 만난 후 언젠가부터 
나의 마음속엔 근심이 생겼지
네가 좋아진 그 다음부터 
널 생각하면 깊은 한숨뿐만

사랑스런 너의 눈을 보면 
내 맘은 편안해지고 네 손을 잡고 있을 때면
'난 이런 꿈을 꾸기도 했어' 

나의 뺨에 네가 키스할 땐 온 세상이 내 것 같아
이대로 너를 안고 싶어 하지만 세상에는
아직도 너무 많은 일이 네 앞에 버티고 있잖아 

생각해 봐 어려운 일 뿐이지 
네가 접하게 되는 새로운 생활들과
모두가 너에게 시선을 돌리게 되는 걸 알 수 있니 

너는 이런 내 마음을 아는지
조그마한 너의 마음 다치게 하긴 싫어 
이러는 것 뿐이지

어른들은 항상 내게 말하지 
넌 아직도 모르고 있는 일이 더 많다고
네 순수한 마음 난 변치 않길 바래"
태양계,성시경,"나의 사랑이 멀어지네
나의 어제는 사라지네
태양을 따라 도는 
저 별들처럼 난 돌고 돌고 돌고
그대를 향한 나의 이 어리석은 
사랑해 사랑해 사랑해

머물지 못 하는 내 두 눈에 고인
눈물이 흐르네

나의 사랑은 떠나갔네
나의 어제는 사라졌네
지구를 따라 도는
저 달 속에 비친 너의 얼굴 얼굴
그 얼굴 위로 흐르던 너의 미소
사랑해 사랑해 사랑해

머물지 못하는 내 두 눈에 고인 
눈물이 흐르네"
"다정하게, 안녕히",성시경,"얼핏 스치는 니 생각에도
많은 밤들을 뒤척일 텐데
괜찮다 말하기 엔 
괜찮지가 않은 나
그래서 오늘도 미안

근데 말야 정말
내게서 널 빼면 그게
나이긴 나인 걸까

니가 없는 낮과 밤이 
끝없이 이어진다잖아
너라는 공기도 없이 
숨 쉬란 거잖아
분명하게 반짝거리던 
사랑 니 모든 것들이
흩어진다 아프지만 안녕히

언뜻 니 웃음이 떠오르면
오래 아무것도 못할 텐데
시간은 고여 있고 
니 어깨 위엔 달빛
그렇게 멈춘 우리 둘

근데 말야 나는 
너의 세상 밖에서는 
하루도 자신이 없는 걸

니가 없는 낮과 밤이
끝없이 이어진다잖아
너라는 위로도 없이 
견디란 거잖아
선명하게 새겨져 있던 
사랑 내 모든 것들이
부서진다 사라진다 
아프지만 다정하게 안녕히

내게서 널 빼면 
내가 아닌 거잖아
분명하게 반짝거리던 
우리의 모든 것들이
흩어진다 나의 사랑 
늘 안녕하길"
넌 감동이었어,성시경,"미련하게 아무도 모를것 같아
태연한척 지내왔어 너 떠나버린뒤
다 알았대 어설픈 나의 눈빛은 
행복했던 지난날의 나와 너무 달라서
이별했음을 느낄수 밖에

너와 나 정말 그때는 좋았었나봐
나 화낼줄도 몰라 내내 즐거웠대

그래 그랬었지 널 사랑하기에
세상은 나에게 커다란 감동이었어
그 순간을 잃는다면 내가 살아온 짧은 세월은
너무나 보잘것없어 
되돌려 보려해 너를 찾으려해
너 없이 살아도 멀쩡히 숨은 쉬겠지만
후회와 그리움만으로는 견딜 수 없어
하루도 자신이 없어

(간주중)

초라했대 어설픈 나의 눈빛은 
행복했던 지난날의 나와 너무달라서
이별 했음을  느낄 수 밖에

너와 나 헤어 질 줄은 아무도 몰랐대
하루가 너무 짧던 우리의 날들이

그래 그랬었지 널 사랑하기에
세상은 나에게 커다란 감동이었어
그 순간을 잃는다면 내가 살아온 
짧은 세월을 너무나 보잘것 없어
되돌려 보려해 너를 찾으려해
너없이 살아도 멀쩡히 숨은 쉬겠지만 
후회와 그리움 만으로는 견딜 수 없어
하루도 자신이 없어
도저히"
And we go,성시경,"I love you the way u smile
it makes my world shine
Everytime you are around makes me happy
And I don't know why

So we go go go with the rhythm we show
We're free to love and we're feeling our souls
But we go go go we don't know where we go
Then I think of u and I sing this song

Singing oh oh oh oh there we go
Singing oh oh oh oh and we go

You said one time that aren't we all
little dust in the universe
Swirling floating around when we meet
We do the dance out of the joy

So we go go go with the rhythms we know
It's free to love and we're feeling our souls
But we go go go we don't know where we go 

Then I think of u and I sing this song

Singing oh oh oh oh there we go
Singing oh oh oh oh and we go
Singing oh oh oh oh there we go
Singing oh oh oh oh and we go
Singing oh oh oh oh there we go
Singing oh oh oh oh and we go"
한번 더 이별,성시경,"뒤돌아보면 너의 생각을 떠올린게 언제였더라
숨 가쁘게 사는 건 무디게 했어
끝나지 않을 것만 같던 그리움

모른 척 너란 사람 묻어주던 친구들은
이제는 슬며시 네 안부 전하고
이젠 떨리지 않아 침착히 고개 끄덕인
나의 모습은 널 잊은 걸까

** 다시 못 보는 너
남의 사람인 너 견디기엔
미칠 것만 같던 이별의 그날들이 떠나가요 추억 넘어
그저 기억으로만 지나간 사람으로만
이제는 너라고 말하지 않겠어요
그 어디에 살더라도 제발 나쁜 안부 안 들리게


뒤돌아보면 그대 추억이 사라지면 비어버리는
나의 계절들이 맘에 걸려도
그리움 멈추는 게 나는 좋아요
못 본 척 나의 눈물 가려주던 친구들은
이제는 웃으며 그 얘길 꺼내고
나도 웃음으로 받아줄 수 있었던 오늘
우리 한 번 더 이별할까요

다시 못 볼 그대 남의 사람 그대 견디기엔
미칠 것만 같던 이별의 그날들이 떠나가요 추억 넘어
그저 기억으로만 지나간 사람으로만
이젠 그대라고도 말하지 않겠어요

이제서야 안녕 한 번도 안 했던 말 안녕
다시 올 것 같던 나 혼자만의 오랜 기대였던 그날들이
내겐 필요했어요 많은걸 깨닫게 했던
그 이별을 난 한 번 더 오늘 할게요
그 어디에 살더라도 제발 나쁜 안부 안 들리게"
나의 밤 나의 너,성시경,"적당히 잘 지내고 적당히 아파
아무렇지도 않다면 거짓말이잖아 
네 생각에 또 잠 못 드는 오늘 같은 밤
집 앞을 오래 걸어

널 바라보던 난 아직 여기 있는데
내게 안기던 넌 이제 여기 없단 게
슬프기보단 서운하고 쓸쓸해져서 
문득 밤하늘을 봐

그리운 것은 다 저만치 별이 됐나
안녕 나의 밤 나의 너
계절은 어디로 흐르고 있을까

오 이 밤 holding on to you 
이 밤 holding on to you
별을 이으면 별자리가 되잖아

우리 추억을 이으면 
다시 언젠가 사랑이 될까

길 건너 나를 향해서 손을 흔들던
별것도 아닌 얘기에 환하게 웃던
순간순간의 네가 얼마나 예뻤는지
아마 넌 모를 거야

소중한 것은 저 하늘의 별이 됐나
안녕 나의 밤 나의 너
시간은 어디로 흐르고 있을까
오 이 밤 holding on to you 
이 밤 holding on to you

너를 지우면 나도 없는 거잖아
오 나의 너를 지우면 
별도 없는 밤 나 혼자잖아
난 every day 또 every night 
널 생각해

난 왜 이리 또 왜 이리 널 바랄까
넌 마치 숨 쉬듯 말야 낮과 밤
나의 안과 밖에 가득한 걸

시간은 어디로 흐르고 있을까
오 이 밤 holding on to you 
이 밤 holding on to you
계절은 너에게 흐르고 있는 걸까

오 이 밤 holding on to you 
이 밤 holding on to you
별을 이으면 별자리가 되잖아

우리 추억을 이으면 
다시 언젠가 사랑이 될까
사랑이 될까
사랑이 될까"
영원히,성시경,"너를 바라볼 때면
영원에 대해 생각해
우리가 바라보는 것
그 너머의 세상 말야
아득히 오래전
너와 내가 알았던 것처럼

해는 가득 비추고
사람들의 웅성임 속
너와 함께 밥을 먹고
커피를 나눠 마시는
사소한 날들이
무엇과도 바꿀 수 없는 걸

꿈꿔왔던 바람들이
왠지 모를 아주 오래된 기억 속에
길고 긴 시간을 지나 여기서
지금 이뤄진 걸까

사랑이란 말속에
수 천 가지의 감정들
한참을 생각해봐도
다 표현할 수 없어서
말없이 조용히
너의 머릴 쓸어 넘겨준다

꿈꿔왔던 바람들이
끝이 없는 아주 오래된 기억 속에
길고 긴 시간을 지나 여기서
우리 앞에 나타난 것 같아

그래 나는 많은 꿈이 있었어
이뤄내고 싶었던 삶이 있었어
허나 지금 내 곁에 네가 걷고 있으니
뭐가 더 필요해

자신보다 나를 더 
사랑해주는 그대여
아무리 생각해봐도
다 이해할 수 없어서
말없이 조용히
너의 머릴 쓸어 넘겨준다
햇살에 물든 널 바라보며"
한번 더 이별,성시경,"뒤돌아보면 너의 생각을 떠올린게 언제였더라
숨 가쁘게 사는건 무디게 햇어 
끝나지않을것만 같던 그리움 

모른척 너란 사람 뭍어주던 친구들은
이제는 슬며시 니 안부전하고 
이젠 떨리지않아 침착히 고개끄덕인 
나의 모습은 널 잊은걸까

** 다시 못보는 너 
남의 사람인 너 견디기엔 
미칠것만같던 이별의 그날들이 떠나가요 추억넘어
그저 기억으로만 지나간 사람으로만 
이제는 너라고 말하지않겟어요 
그 어디에 살더라도 제발 나쁜안부 안들리게 


뒤돌아보면 그대 추억이 사라지면 비어버리는 
나의 계절들이 맘에 걸려도 
그리움 멈추는게 나는 좋아요 
못본척 나의 눈물 가려주던 친구들은 
이제는 웃으며 그 얘길꺼내고 
나도 웃음으로 받아줄수 있었던 오늘
우리 한번더 이별할까요 
 
다시 못볼 그대 남의 사람 그대 견디기엔 
미칠것만 같던 이별의 그날들이 떠나가요 추억넘어 
그저 기억으로만 지나간 사람으로만 
이젠 그대라고도 말하지않겟어요 

이제서야 안녕 한번도 안했던말 안녕
다시올것같던 나혼자만의 오랜기대였던 그날들이
내겐 필요했어요 많은걸 깨닫게햇던 
그 이별을 난 한번더 오늘 할께요
그어디에 살더라도 제발나쁜안부 안들리게"
비스듬히 너에게,성시경,"비스듬히 또 기울어
나도 모르게 자꾸만 니 쪽으로
바람이 달큰해진 길을 걸어
집에 돌아오는 길 내내 너를 생각했나봐

모처럼 밝은 달이 좋아서
적당히 취한 오늘 같은 밤
너에게 휘청거리는 마음이 반가워서
몇번이나 나는 전화를 만지작 

오오오오 니가 보고 싶은 밤
난 가만히 또 너를 불러봐
오 오오오오 오 오오오오
왠지 다 괜찮아 지는 것 같아 
기울어 너에게

널 생각하는 것 만으로도
어쩐지 조금은 따스해져
막연한 세상 가운데 니가 있다는 게
까만 밤 하늘에 별처럼 반짝여

오오오오 니가 그리운 지금
내 모든 건 다 너로 가득차
오 오오오오 오 오오오오
너에게로 조금씩 기울어 가는

설명할 수 없는 일 설명할 수 없는 밤
마음은 기우뚱 중심을 잃고
잘자라는 인사를 쓰고 다시 지우다
사랑한다고 적어보는 밤

오오오오 니가 보고 싶은 밤
난 가만히 또 너를 불러봐
오 오오오오 오 오오오오
왠지 다 괜찮아 지는 것 같아 
기울어 너에게"
