title,singer,lyrics
잘할게,이승기,"우우우우 우우우우우
우우우우 그게 잘 안돼 그게 잘 안돼
우우우우 우우우우우
우우우우 내게 돌아와 oh babe

술 취해 전화하면 안 되는 걸 알면서도 잘 안돼
이젠 널 놓아줘야 한다는 걸 알면서도 잘 안돼
울지 말아야지 말아야지 하면서도 잘 안돼
그게 잘 안돼 다시 돌아와 줘 잘 할게 oh babe

저녁 8시 집으로 가는 길
또 마음이 흔들려 가끔씩
지난 시간에 울컥해
혼자 술 한 잔에 또 취해
누구 없나요 내 얘기 들어줄
너무 겁나요 너 없이 모든 게
아무리 소리쳐 불러봐도
그댄 대답조차 없지만

말할 걸 말해줄걸
그댈 많이 사랑하고 있다는 걸
안개로 가득 찬 이 아침에
안을래 너를 품에 더 잘해줄게

술 취해 전화하면 안 되는 걸 알면서도 잘 안돼
이젠 널 놓아줘야 한다는 걸 알면서도 잘 안돼
울지 말아야지 말아야지 하면서도 잘 안돼
그게 잘 안돼 다시 돌아와 줘 잘 할게 oh babe

말할 걸 말해줄걸
그댈 많이 사랑하고 있다는 걸
안개로 가득 찬 이 아침에
안을래 너를 품에 더 잘해줄게

술 취해 전화하면 안 되는 걸
알면서도 잘 안돼(잘 안돼)
이젠 널 놓아줘야 한다는 걸
알면서도 잘 안돼(후회가 돼)
울지 말아야지 말아야지 하면서도 잘 안돼
그게 잘 안돼 다시 돌아와 줘 잘할게 oh babe

우우우우 우우우우우
우우우우 그게 잘 안돼 그게 잘 안돼
우우우우 우우우우우
우우우우 내게 돌아와 oh babe"
뻔한남자,이승기,"그 날 이후 두 사람 어느 정도 예감했지
멀지 않은 우리 이별의 날을
달라지는 노력보다 그대로 흘러가길 바라는
꽤 된 낡은 사랑

누구 탓을 안 한 채
다른 얘길 꺼내 보던 배려는
아무 힘도 남아 있지 않기에 오-
함께 걷던 발걸음이
어긋나기 시작했었던 그 날
이별 느낌 문득

마음이 같아서 다행일까
누구 하난 거짓 마음이었을까
붙잡지 않는 서론 섭섭하지 않아

그대로 흘러가면 이별인데
다시 못 볼 사람인데
우리 계절 끝나가는데

난 정말 자신 있었을까
추억들이 날 내버려둘 줄 안걸까
미처 깨닫지 못한 너라는 커다람에
난 지샌 밤을 배운다

다 그렇게들 떠나니 너무 걱정 말라 했던 친구
누구나 겪는 것처럼 말했었던
아니 우린 다를거야
그 때로 가서 되돌리고픈
못난 밤이 깊어
마음이 같아서 다행일까
누구 하난 거짓 마음이었을까
붙잡지 않는 서론 섭섭하지 않아

그대로 흘러가면 이별인데
다시 못 볼 사람인데
우리 계절 끝나가는데

난 정말 자신 있었을까
추억들이 날 내버려둘 줄 안걸까
미처 깨닫지 못한 너라는 커다람에
난 지샌 밤을 배운다

돌이킬 수 없다는 걸 잘 알아
반짝 지나가는 후유증이길 바래
나라고 뭐 다를까
다들 그러하듯이
뒤늦게 후회하고 그리워하고

아마도 이러다가 말거야
세상 수많은 이별 중에 하나일 뿐
사랑을 놓쳐버린 흔하디 흔한 이별
겪었던 뻔한 남자"
되돌리다,이승기,"알 수 없는 그 계절의 끝
'나는 너를 사랑하고 있던걸까?'
어딘가에, 우리 함께했던 그 많은 시간이
손 닿을 듯 어제 일 처럼 되돌려지곤 해

순간마다 네가 떠올라
조용히 낮게 울리던 그 목소리
봄을 닮은 햇살 같았던 너의 모습까지
언제나 넌 나의 매일을 환하게 비췄어

순간마다 네가 떠올라
조용히 낮게 울리던 그 목소리
봄을 닮은 햇살 같았던 너의 모습까지
아주 작은 기억들 조차 여전히 선명해

알 수 없는 그 계절의 끝
'나는 너를 사랑하고 있던걸까?'
어딘가에, 우리 함께했던 그 많은 시간이
손 닿을 듯 어제 일 처럼 되돌려지곤 해

순간마다 네가 떠올라
조용히 낮게 울리던 그 목소리
봄을 닮은 햇살 같았던 너의 모습까지
언제나 넌 나의 매일을 환하게 비췄어

순간마다 네가 떠올라
조용히 낮게 울리던 그 목소리
봄을 닮은 햇살 같았던 너의 모습까지
아주 작은 기억들 조차 여전히 선명해

우린 어디쯤 있을까?
수 많았던 기억들을 되돌려봐
우린 행복했던 걸까?
알 수 없는 마음들만 제자리에 남아

순간마다 네가 떠올라
조용히 낮게 울리던 그 목소리
봄을 닮아 햇살 같았던 너의 모습까지
아직도 난 너를 잊지 않아

우린 어디쯤 있을까?
우리는 행복했던 걸까?"
삭제,이승기,"헤어진 다음날 니 목소리 없이 
아침에 혼자 눈을 뜨게 된거야

실감이 안나 전화기를 켜보니 
니 사진은, 우리 둘 사진은 
그대로 있는데 여기있는데

어떻게 벌써 보고 싶은데
이젠 지워야겠지 모두 지워야 겠지
웃는 너의 사진을 행복한 우리 사진을

한장씩 너를 지울때 마다 가슴이 아려와
너의 사진이 점점 흐려져~
사진 속 너를 불러도 보고,너를 만져도 보고
너무 잔인한 일이야 너를 지우는 일..


그대로 있는데 웃고 있는데 
사진 속 니가 웃고 있는데
이땐 행복했나봐 이땐 몰랐었나봐
우린 좋았었는데 우린 좋았을텐데..


한장씩 너를 지울때 마다 가슴이 아려와
너의 사진이 점점 흐려져~
사진 속 너를 불러도 보고,너를 만져도 보고
너무 잔인한 일이야..너를 지우는 일..


이젠 눈 감고 널 지워
어차피 우린 아닌거잖아
이젠 눈 감고 널 지워
마지막 사진 한장뿐

마지막 너의 얼굴이 보여 너무 아름다워요
이제 다시는 볼수 없음에
한번더 너를 불러도 보고, 너를 만져도 보고
너무 잔인한 일이지만은 
널 지웠어..."
사랑이 술을 가르쳐 (Feat. 백찬 of 에이트),이승기,"끝까지 넌 참 많은 걸 가르쳐
내가 몰랐던 것들을 알게 해 
어쩌면 날 버리고 떠나서도 
계속 내 주변을 맴도는 듯 해
사랑을 가르쳐 기쁨 알게 하고
이별을 가르쳐 눈물 알게 하고
알고 싶지 않던 것도 알게 해
너 때문에 못하던 술을 해
관심없던 노랫말이 들려
잊고 싶어 술을 마시고 
술 마시면 또 보고 싶어
왜 잊는 법은 안가르치고 떠난 거야
끝까지 넌 정이 너무 많아서
이다지도 많은 것을 남겨줘
추억을 남기고 날 울게 하고 
상처를 남기고 아프게 하고
고칠 수 없는 마음에 병을 줘
너 때문에 못하던 술을 해
관심없던 노랫말이 들려
잊고 싶어 술을 마시고 술 마시면 또 보고 싶어
왜 잊는 법은 안가르치고 떠난 거야
내 몸이 망가지는 걸 느껴
(yeah) I am loser
내 얼굴에 낯빛은 점점 더 어두 두워져
눈시울이 또 젖어 그 기운은 온 몸으로 퍼져
내 뼛속까지 시리게 만들어 제발 좀 살려줘
내가 알 필요없는 행복까지 니가 알려줬잖아
내겐 없던 행복일지라도 이젠 없어선 안 되잖아
갑자기 니가 없어지니까 뭘 해야 될지 몰라
그저 무엇보다 니가 보고 싶다
단 하루도 제정신이 아냐
술 없이는 난 살 수가 없어
술잔 위에 너를 띄우고 눈물로 다시 너를 지워
왜 잊는 법은 안가르치고 떠난 거야
왜 잊는 법은 안가르치고 떠난 거야"
내 여자라니까,이승기,"나를 동생으로만 그냥 그 정도로만
귀엽다고 하지만 누난 내게 여자야
니가 뭘 알겠냐고 크면 알게된다고
까분다고 하지만 누난 내게 여자야
누나가 누굴 만났든지 누굴 만나 뭘하든지
난 그냥 기다릴뿐
누난 내 여자니까 너는 내 여자니까
너라고 부를께 뭐라고 하든지
남자로 느끼도록 꽉 안아줄께
너라고 부를께
뭐라고 하든 상관 없어요
놀라지 말아요
알고보면 어린 여자라니까

어딜 갔다 왔는지 어디가 아픈건지
슬퍼 보이네요 누나답지 않네요
무슨 일 있냐고 무슨 일 이냐고
말해보라 했더니 머릴 쓰다듬네요
누가 누나를 울린다면
그 누가 됐건간에 난 절대 참지않아
누난 내 여자니까 너는 내 여자니까
너라고 부를께 뭐라고 하든지
슬픔 잊혀지도록 꽉 안아 줄께
너 라고 부를께
뭐라고 하든 상관없어요
내품에 안겨요
알고보면 여린여자 라니까
좋아 하니까 이러는 거겠지
이러면 안돼는거 알아요
좋아 하니까 좋아 하니까
누난 내여자니까 너는 내여자니까
네게 미쳤으니까
미안해 하지마 난 행복하니까
널 바라만봐도 난 눈물이 흘러
너라고 부를께
뭐라고 하든 상관 없어요
곁에만 있어요
결국엔 넌 내 여자라니까"
결혼해줄래 (Feat. BIZNIZ),이승기,"나랑 결혼해줄래
나랑 평생을 함께 살래
우리 둘이 알콩달콩 서로 사랑하며
나 닮은 아이 하나 너 닮은 아이 하나 낳고
천년만년 아프지 말고 난 살고 싶은데
솔직히 말해서 내가 널 더 좋아해
남자와 여자사이에
그게 좋다고 하던데 

내가 더 사랑할께
내가 더 아껴줄께
눈물이 나고 힘이 들때면 아플때면
함께 아파할께

평생을 사랑할께
평생을 지켜줄께
너만큼 좋은 사람 만난 걸 감사해
매일 너만 사랑하고 싶어

나랑 결혼해줄래
Marry me 매일이 행복에 겨워서
괜시리 내일이 기대되는 사랑
왜이리 왜이리 떨리는 걸까
보고 또봐도 내겐 제일인 사랑
검은머리 파뿌리 될 때까지
우리들의 생이 다 끝날 때까지
손에 물을 묻혀도 눈에 눈물 절대 안 묻혀

넌 나의 반쪽 가슴 
난 너의 반쪽 가슴되어
숨을 쉬는 그 순간순간 
널 사랑해줄께

시간이 지나서 주름이 늘어나도
꼭 지금처럼 너와 나 영원히 함께 할꺼야
내가 더 사랑할께
내가 더 아껴줄께
눈물이 나고 힘이 들 때면 아플때면
함께 아파할께

평생을 사랑할께
평생을 지켜줄께
너만큼 좋은 사람 만난 걸 감사해
매일 너만 사랑하고 싶어

너는 마치
어두웠던 내 삶을 밝혀주는 빛 
보글보글 찌개소리로 반겨주는 집 
메말랐던 내 맘에 내려주는 비 
사랑이란 참의미가 담겨있는 시
하늘이 정해준 운명의 끈
너와 나의 만남은 천생연분 
이 세상을 다 준데도 바꿀수 없는
내 삶엔 오직 평생 너 뿐

내가 더 사랑할께
내가 더 아껴줄께
눈물이 나고 힘이 들때면 아플때면
함께 아파할께

평생을 사랑할께
평생을 지켜줄께
너만큼 좋은사람 만난 걸 감사해
매일 너만 사랑하고 싶어
나랑 결혼해줄래"
"소년,길을걷다",이승기,"나는 아무것도 달라진 게 없어
여전히 빈틈이 많고 부족하고
세상이 그저 너무 어렵고 무섭기만 해

숱한 관계 속에서 울고 또 웃고
이젠 알 것 같다고 말하면서도
순간 모든 게 많이 낯설고
주저앉게 돼

선택의 무게를 감당할 수 없어
조금은 내려놓고 싶기도 하고

흔들리는 마음 기댈 곳이 없어도
후회 않으려 해 견뎌보려 해
이 모든 걸 내 모든 걸
이 모든 걸 내 모든 걸

나는 아무것도 달라진 게 없어
분명 강해졌다고 생각했는데
사실은 그저 마음을 닫고 있을 뿐이고

가장 쉬운 일마저 아직 어려워
이게 정말 내가 원했던 길일까
매일 또 매일 의심 속에서 걸어가곤 해

선택의 무게를 감당할 수 없어
조금은 내려놓고 싶기도 하고

흔들리는 마음 기댈 곳이 없어도
후회 않으려 해 견뎌보려 해
이 모든 걸 내 모든 걸
이 모든 걸 내 모든 걸

나는 아무것도 달라진 게 없어
여전히 모르는 것들 투성이고
어렵긴 해도 내 길을 걸어가보려고 해"
"너의눈,너의손,너의입술",이승기,"넌 닿을 수 없는 꿈
멀어져 잡을 수도 없는
있잖아 내가 널 다시 만나면
언제나 그런 것처럼

넌 바꿀 수 없는 꿈
어쩌면 다시 오지 않을
있잖아 우리가 다시 만나면
언제나 그런 것처럼

너의 눈 너의 손 너의 입술
아직 모든 것들이 내게 선명한데
너를 사랑했던 많은 날들이
다시 오고 있지 않을까
나는 기다려 도착하지 않은 계절을

너의 눈 너의 손 너의 입술
아직 모든 것들이 내게 선명한데
너를 사랑했던 많은 날들이
다시 오고 있지 않을까
나는 기다려
도착하지 않은 계절을 이제

더 멀리 가지는 마
꿈아 꼭 내게 놀러 와줘
잊지 마 아직 난 너를 기억해
처음 널 만난 것처럼

너의 눈 너의 손 너의 입술
아직 모든 것들이 내게 선명한데
너를 사랑했던 많은 날들이
다시 오고 있지 않을까
나는 기다려
도착하지 않은 계절을

흩어진 우리 사랑이란 기억들
봄을 아리게 지나 피고 지던
이름 모를 꽃잎을
말하지 못한 어느 날의 꿈처럼
나는 네가 보고 싶었어
나는 네가 보고 싶었어

너의 눈 너의 손 너의 입술

너의 눈 너의 손 너의 입술
아직 모든 것들이 내게 선명한데
너를 사랑했던 많은 날들이
다시 오고 있지 않을까
나는 기다려
도착하지 않은 계절의 너를

너의 눈 너의 손 너의 입술
너의 눈 너의 손 너의 입술"
사랑,이승기,"사랑, 곁에 있는 것만으로
말없이 나의 하루를
녹여주는 온기
사랑, 앞으로 가기 어려워
터벅거리는 나에게
함께 걷는 법을 알려준 날
사랑, 끝없이 나를 일으켜 주던
너를 가장 아름답게 했던
모든 이유가 돼 준 그 이름, 사랑 사랑
사랑, 이제는 점점 잊혀질 그 기억도
아픔 섞인 시간들도 내겐
그 모든 게 사랑

사랑, 전화기 넘어 들리는
너의 안부를 묻고선
그제야 잠이 들고
사랑, 지우지 못한 번호와
다 하지 못한 얘기와
버릴 수 없게 된 선물에도
사랑, 끝없이 나를 일으켜 주던
너를 가장 아름답게 했던
모든 이유가 돼 준 그 이름, 사랑 사랑
사랑, 이제는 점점 잊혀질 그 기억도
아픔 섞인 시간들도 내겐
그 모든 게 사랑

사랑 이제는 점점 잊혀질 그 기억도
아픔 섞인 시간들도 내겐
그 모든 게 사랑"
다 줄꺼야,이승기,"그대 내게 다가오는 그 모습
자꾸 다시 볼 수 없을 것만 같아서
감은 두 눈 뜨지 못한 거야
너를 내게 보내준걸 감사할뿐야 고마울뿐야

많이 외로웠던거니 그 동안
야위어가는 너를 보면 느낄 수 있어
너무 힘이 들땐 실컷 울어
눈물 속에 아픈 기억 떠나보내게
내 품에서..

서글픈 우리의 지난날들을
서로가 조금씩 감싸줘야 해
난 네게 너무나도 부족하겠지만
다 줄꺼야 내 남은 모든 사랑을..

많이 지쳐 있던거야 그 동안
자꾸 야위어가는 너를 보면 느낄 수 있어
너무 힘이 들땐 실컷 울어
눈물 속에 아픈 기억 떠나보내게
내 품에서

서글픈 우리의 지난날들을
서로가 조금씩 감싸줘야 해
난 네게 너무나도 부족하지만
다 줄꺼야 내 남은 모든 사랑을

서글픈 우리의 지난날들을
서로가 조금씩 감싸줘야 해
난 네게 너무나도 부족하지만..
다 줄꺼야 내 남은 모든 사..랑을
내 모든 사..랑..을..."
"널 웃게할 노래 (Feat. 방탄소년단, 하림)",이승기,"어디에선가 울고 있을 그대에게
나의 마음을 담아 불러 이 노래 네게
지친 마음 잠시라도 쉴 수 있다면
내 어깨에 기대 가도 괜찮아

사랑이 널 아프게 하고
다시 속이고 울게 해도
약속할게 괜찮아질 거야
다시 행복해질 수 있어
이별 아픔 따윈 잠시뿐이라고

너도 모르게 흘러내린 눈물 이제
이 노래를 들으며 모두 닦아 내렴
행복했던 그 시절에 웃던 것처럼
네 입술에 미소 띄워보겠니

사랑이 널 아프게 하고
다시 속이고 울게 해도
약속 할게 괜찮아질 거야
다시 행복해질 수 있어
이별 아픔 따윈 잠시뿐이라고

거친 파도가 밀려온다면
넌 더 큰 파도가 되어
세찬 바람이 널 쥐고 흔든다면
똑바로 널 세워
해가 뜨기 전의 어둠
네 아픔은 그것뿐
왜 널 자꾸 지치게 해 이별엔
누구나 서툰데
네가 막 지나온 그림자를 두려워 마
그건 어딘가에 빛이 있다는 거니까
uh 마음속 아픔이란 짐은
깨끗이 다 꺼내
빈칸을 채워줄 널 웃게 할 노래

사랑이 널 아프게 하고
다시 속이고 울게 해도
약속할게 괜찮아질 거야
다시 행복해질 수 있어
이별 아픔 따윈 잠시뿐이라고"
추억속의 그대,이승기,"희미해지는 지난 추억속의 그 길을 
이젠 다시 걸어볼 순 없다 하여도
이내 가슴에 지워버릴 수 없는
그때 그 모든 기억들

그대의 사랑이 지나가는 자리엔 
홀로된 나의 슬픈 고독뿐
그때가 다시 올순 없어도 
지나간 추억만은 영원히

다시 돌아올 수 없는 사랑에
홀로 돌이켜본 추억은 다만 아름답던 사랑뿐

다시 돌아올 수 없는 사랑에 
홀로 돌이켜본 추억은 다만 아름답던 기억뿐

희미해지는 지난 추억속의 그 길을 
이젠 다시 걸어볼 순 없다 하여도
이내 가슴에 지워버릴 수 없는
그때 그 모든 기억들

그대의 사랑이 지나가는 자리엔 
홀로된 나의 슬픈 고독뿐
그때가 다시 올순 없어도 
지나간 추억만은 영원히

다시 돌아올 수 없는 사랑에
홀로 돌이켜본 추억은 다만 아름답던 사랑뿐

다시 돌아올 수 없는 사랑에 
홀로 돌이켜본 추억은 다만 아름답던 기억뿐

다시 돌아올 수 없는 사랑에 
홀로 돌이켜본 추억은 다만 아름답던 사랑뿐

다시 돌아올 수 없는 사랑에 
홀로 돌이켜본 추억은 다만 아름답던 기억뿐

다시 돌아올 수 없는 사랑에 
홀로 돌이켜본 추억은 다만 아름답던 사랑뿐

다시 돌아올 수 없는 사랑에 
홀로 돌이켜본 추억은 다만 아름답던 기억뿐"
원하고 원망하죠,이승기,"아직 누굴 사랑할 수 없는 
그대 지친 가슴을 난 너무나 잘 알죠 
변함없이 그대 곁을 지켜왔지만 
그댄 지나버린 사랑 그 안에만 사는 걸 

원하고 원망하죠 그대만을 
내게 다가 올 시간을 힘겹게 만드는 사람 
지난 날들을 그대의 아픈 얘기를 모르고 싶은걸 

소리내어 환히 웃을 때도 
그대 가슴은 울고 있는 걸 느끼죠 
그런 그댈 끌어안아 주고 싶지만 
이런 내맘 들키지 않기로 한걸요 

원하고 원망하죠 그대만을 
내게 다가 올 시간을 힘겹게 만드는 사람 
그대 지난 날들을 그대의 아픈 얘기를 
모르고 싶은걸 

지금 그대는 빈 자릴 채워줄 
누구라도 필요한거겠죠 
잠시 그대 쉴 곳이 되어주기에 
나는 너무나 욕심이 많은걸 


원하고 원망하죠 그대만을 
내게 다가 올 내일을 후회로 만드는 사람 
이런 내 맘을 혼자서 얘기할게요 
그대를 너무 사랑해요"
사랑이 맴돈다,이승기,"시간이 지나면 괜찮대
또 다른 사랑이 올 거래
멍투성이 내 가슴에 말했어
괜찮다고
눈물은 이제 곧 마른대
다 그런대로 살아간대
그래 그래
다짐하고 다독여도
난 안 되나 봐
사랑이 맴돈다 잊자 잊자
너란 놈 모질게 지워버리자
심장에 맴돈다 잊자 잊자
내 가슴이 쉴 수 있게
사랑이 내게는 어렵다
너라는 사람 참 어렵다
널 지우면
내 안에 널 다 비우면
난 행복할까
사랑이 맴돈다 잊자 잊자
너란 놈 모질게 지워 버리자
심장에 맴돈다 잊자 잊자
내 가슴이 쉴 수 있게
소리쳐 운다 심장이 멈춘다
네가 날 떠난 후에
눈물이 맴돌다 떨어진다
울컥 쏟아진다 흘러내린다
가슴을 적신다 소리 없이
반쪽뿐인 내 심장을
사랑이 맴돈다 잊자 잊자
너란 놈 모질게 지워버리자
심장에 맴돈다 잊자 잊자
내 가슴이 쉴 수 있게
내 가슴이 쉴 수 있게"
사랑 한다는 말,이승기,"미안해 짧은 한마디로
전화기를 끊었어
특별할 것도 없고 요란할 것도 없이
그냥 그렇게 흘러갔어
한참 뒤 도착한 편지엔
넌 너무 힘이 든다고
나를 사랑하는 게
날 이해하는 게
넌 너무 힘이 든다고
이제 그만하자고
사랑한다는 말
그 흔한 한마디 말을 못 해서
아프게 해서 내가 나빴었어
서운했던 수많은 추억들
이젠 뒤로한 채
우리 다시 해볼까
우리 처음 봤던 그 순간처럼

괜찮아 괜찮아질 거야
몇 번을 되뇌보지만 자꾸 눈물 나는 게
가슴이 아픈 게 너를 보낼 수가 없나 봐
잊을 수가 없나 봐
사랑 한다는 말
그 흔한 한마디 말을 못해서
아프게 해서 내가 나빴었어
서운했던 수많은 추억들
이젠 뒤로한 채
우리 다시 해볼까
우리 처음 봤던 그 순간처럼
사랑한다는 말
그 흔한 한마디 말을 못 해서
아프게 해서 내가 나빴었어
서운했던 수많은 추억들
이젠 뒤로한 채
우리 다시 해볼까
우리 처음 봤던 그 순간처럼"
꽃처럼,이승기,"말해봐 내게 꽃처럼
네 맘이 시들기 전에
닿을 듯 말듯 그 입술에
달콤한 상상은 싫어
feel me up
내 맘이 타버리기 전에
wake me up
잠들어 너를 잊기 전에
널 닮은 바람 불면
그걸 타고 너에게 갈 거야
꿈속에서 너를 찾아
온종일 헤매도 좋아
아름다운 널 볼 테니까
타오르는 내 가슴이 소리를 질러
I feel your my everything

들어봐 하얀 눈처럼
세상이 온통 너뿐야
닿을 듯 말듯 그 손끝에
내 맘이 떨리긴 싫어
feel me up
내 맘이 타버리기 전에
wake me up
잠들어 너를 잊기 전에
널 닮은 바람 불면
그걸 타고 너에게 갈 거야
꿈속에서 너를 찾아
온종일 헤매도 좋아
아름다운 널 볼 테니까
타오르는 내 가슴이 소리를 질러
I feel your my everything
꿈속에서 너를 찾아
온종일 헤매도 좋아
아름다운 널 볼 테니까
타오르는 내 가슴이 소리를 질러
I feel your my everything
꿈속에서 너를 찾아
온종일 헤매도 좋아
아름다운 널 볼 테니까
타오르는 내 가슴이 소리를 질러
I feel your my everything"
하기 힘든 말,이승기,"우리 헤어지지만
다신 너를 볼 수 없지만 
마지막으로 부탁 하나 할께 
눈물 맺힌 너에게
나 할 수 있는 건 
편하게 너를 보내주는 일 
나와 닮은 너에게
나완 다른 그에게 
조금은 어색하고 하기 힘든 말 
사랑한 기억도 고마운 기억도 
모두 잊길 바래 내 눈물까지 
아파하지 말고 
돌아보지 말고 
이제 행복하게만 살아줘 
오래 전에 알았어
나 아닌 사람이 
니 맘을 모두 가져버린 걸 
나와 닮은 너에게 
나완 다른 그에게 
아무리 애를 써도 하기 싫은 말 
사랑한 기억도 고마운 기억도 
모두 잊길 바래
내 눈물까지 
아파하지 말고
돌아보지 말고 
이제 행복하게만 살아줘 
미안해 하진마
후회하진 마 
나보다 그가 훨씬 더 잘해줄꺼야 
그의 품에 안겨서
까맣게 나를 잊고서 
늘 웃고 사는게
날 위한 이별이니까 
괜찮아질꺼야
익숙해질꺼야 
혼자하는 사랑 힘이 들어도 
떠나가는 너를
돌아서는 너를 
몰래 내 가슴속에 두면 돼"
여행을 떠나요,이승기,"푸른 언덕에 배낭을 메고
황금빛 태양 축제를 여는
광야를 향해서 계곡을 향해서
먼동이 트는 이른아침에
도시의 소음 수많은 사람
빌딩 숲속을 벗어나봐요
메아리 소리가 들려오는 계곡속의
흐르는 물찾아 그곳으로 여행을 떠나요.
메아리 소리가 들려오는 계곡속의
흐르는 물찾아 그곳으로 여행을 떠나요.

굽이 또 굽이 깊은 산중에
시원한 바람 나를 반기네
하늘을 보며 노래 부르세
메아리 소리가 들려오는 계곡속의
흐르는 물찾아 그곳으로 여행을 떠나요.
메아리 소리가 들려오는 계곡속의
흐르는 물찾아 그곳으로 여행을 떠나요.

굽이 또 굽이 깊은 산중에
시원한 바람 나를 반기네
하늘을 보며 노래 부르세
메아리 소리가 들려오는 계곡속의
흐르는 물찾아 그곳으로 여행을 떠나요.
메아리 소리가 들려오는 계곡속의
흐르는 물찾아 그곳으로 여행을 떠나요.

여행을 떠나요
즐거운 마음으로
모두함께 떠나요

여행을 떠나요
즐거운 마음으로
모두함께 떠나요"
정신이 나갔었나봐,이승기,"정신이 나갔었나봐 그땐 내가 어떻게 너를 떠나가 
  너만을 사랑해 정말 미안해 눈물만 흘러내려  
  정신이 나갔었나봐 그땐 내가 어떻게 너를 떠나가
  너무나 보고파 네가 보고파 제발 날 용서해줘 정신이 나갔었나봐
  
  후회해도 이미 늦었다는걸 알아 슬퍼해도 이젠 모두 소용없단 걸
  바람이 불어오고 내 맘이 시려 와도 널 다시는 볼 수 없니 
  baby  나를 떠나가지마 oh baby 나는 너 하나뿐야
  그대여 돌아와 날 꽉 안아줘 너 없인 견딜 수 없어
 
  정신이 나갔었나봐 그땐 내가 어떻게 너를 떠나가 
  너만을 사랑해 정말 미안해 눈물만 흘러내려  
  정신이 나갔었나봐 그땐 내가 어떻게 너를 떠나가
  너무나 보고파 네가 보고파 제발 날 용서해줘 정신이 나갔었나봐
  
  사랑한단 말을 못했어 미안해서 고맙다는 말도 못했어 떠날까봐
  come back to me my girl my girl 오늘밤 너 땜에 잠 못 이루고
  baby  나를 떠나가지마 oh baby 나는 너 하나뿐야
  그대여 돌아와 날 꽉 안아줘 너 없인 견딜 수 없어 
    
  정신이 나갔었나봐 그땐 내가 어떻게 너를 떠나가 
  너만을 사랑해 정말 미안해 눈물만 흘러내려  
  정신이 나갔었나봐 그땐 내가 어떻게 너를 떠나가
  너무나 보고파 네가 보고파 제발 날 용서해줘 정신이 나갔었나봐

  살며시 안아주고 싶어 살며시 입 맞추고 싶어
  그대의 품에서 나 잠들고 싶어(Yeah yeah yeah)

그땐 정말로 정신이 나갔었나봐"
제발,이승기,"잊지 못해 너를 잊잖아 
아직도 눈물 흘리며 널 생각해 
늘 참지 못하고 투정 부린 것 미안해 

나만 원한다고 했잖아 
그렇게 웃고 울었던 기억들이 
다른 사랑으로 잊혀져 지워지는게 난 싫어 

어떻게든 다시 돌아오길 부탁해
처음으로 다시 돌아가길 바랄게 
기다릴게 너를 하지만 
너무 늦어지면은 안돼 
멀어지지마 더 가까이 제발 

<간주>

모든걸 말할수 없잖아 
마지막 얘길 할테니 좀 들어봐 
많이 사랑하면 할수록 화만 내서 더 미안해

어떻게든 다시 돌아오길 부탁해
처음으로 다시 돌아가길 바랄께
기다릴게 너를 하지만 
너무 늦어지면은 안돼 
멀어지지마 더 가까이 

잊지 말고 다시 돌아오길 부탁해 
헤어지면 가슴 아플거라 생각해 
기다릴게 너를 하지만 
너무 늦어지면은 안돼 
멀어지지마 더 가까이 제발 
제발 
제발 
제발..."
착한 거짓말,이승기,"가버려 너란 사람 지겨워
제발 울지 말고 그냥 떠나가
너를 사랑했단 말 모두 거짓말이야
지금 가랄 때 그냥 가..
난 니가 알던 좋은 사람이 아냐
보잘것없는 한심한 그런 사람이야
이제 너를 또 다시 울릴 수는 없잖아
나 때문에 제발 울지 좀 마

정말 미안해요 나 같은 사람 사랑해서
많이 힘들었잖아 뭐 하나 잘해 준 거 없잖아
이게 나예요 사랑 하나 지키지도 못하고
그댈 떠나보..내요..

차라리 실컷 욕이라도 해 제발
지금껏 너를 고생만 시킨 남자니까
너의 가족에게도 떳떳하게 보여줄
멋진 사람 만나기를 바래..

정말 미안해요 나 같은 사람 사랑해서
많이 힘들었잖아 나 때문에 많이 울었잖아
이게 나예요 사랑 하나 지키지도 못하고
그댈 떠나보내요

고마워요.. 이 못난 날 사랑해줘서
그대 사랑하면서 제대로 살고 싶었으니까
사랑했어요 부디 좋은 사람 만나 날 잊고
행복하게 살아줘..."
