title,singer,lyrics
늦잠,백지영,"하고 싶은 일이 많아 해야할 일이 많아
사랑 늘 바쁜 거니까
쉬고 싶은 날이어도 쉼 없이 만났었고
잠마저 줄여왔는데
오늘 하루종일 늦잠을 자요
어제 우리 헤어진 후로..

사랑에 속고 이별에 울고 좀 괜찮아지면
또 나를 안아 줄 그대를 찾는
미련한 내 사랑 미워보여서 나조차 내가 싫어서
다신 깨지 않길 바래요..

보고 싶어질 땐 다시 꺼내볼 사진까지
모두 다 가져갔네요
너무 나쁜 사람인데 참 못된 사람인데
알면서 왜 좋아했는지
정말 마음 약한 여자이니까
나를 쉽게 생각했나요

사랑에 속고 이별에 울고 좀 괜찮아지면
또 나를 안아 줄 그대를 찾는
미련한 내 사랑 미워보여서 나조차 내가 싫어서
다신 깨지 않길 바래요
그대 보고 싶어 울먹이다
눈물을 덮고 잠들죠..

처음이 아닌 이별이니까 익숙한 거니까
잊을 수 있다고 달래보는데
나를 부른 소리 들린 것 같아 먼 발치까지 나가도
어디에도 그대는..어디에도 그때는..
어디에도 그대는 없죠.."
사랑 따위,백지영,"너도 별 수 없나 봐 다를 줄 알았었는데
내 마음 모두 갖고 나니까 떠나가잖아
결국 그럴 거면서 왜 나를 사랑하는 척 했어
까맣게 몰랐잖아 이런 사람일줄
아냐 사랑한 댔어 변치 않을 마음이랬어
가슴이 우길수록 눈물은 더 흘러내려

사랑 따윈 다 잊을래 너 따윈 다 지울래
오늘은 니 뒤에서 울고 있지만 두 번 다신 안 울어
두고 봐 언젠간 나를 버린 걸 매일 가슴 치면서
꼭 후회하도록 그렇게 만들 거니까..

<간주중>

지금보다 천 배 더 눈부시고 행복해져서
보란 듯 너의 앞에 설 수 있는 그날까지
사랑 따윈 다 잊을래 너 따윈 다 지울래
오늘은 니 뒤에서 울고 있지만 두 번 다신 안 울어
두고 봐 언젠간 나를 버린 걸 매일 가슴 치면서
꼭 후회하도록 그렇게 만들 거니까
그땐 나를 보아도 아는 척하지는 마
난 널 잊었으니까..

사랑 같은 거 난 몰라 너 같은 거 난 몰라
지금은 날 버리고 떠나가지만 두고 봐
지난 날의 난 잊어줘
머지않아 지금 날 놓친 걸 쓰린 눈물 삼키며
꼭 후회하도록 그렇게 만들 거니까
꼭 돌아오도록 그렇게 만들 거..니까..."
전화 한번 없네요,백지영,"무슨 일인지전화 한번 없네요
그댄 뭐가 그렇게 바빠그러는 건지
이런 생각으로 몇 해가 지나고
우리의 사진도 바래져만 가네요
그대가 올까봐내게 돌아올까봐
예뻐 보이려고 화장하고 있는데
서러운 마음에새어나온 눈물 때문에
다시 내 얼굴이 엉망이네요
어디 있는지소식 한번 없네요
그대 잘 지내는지혹시 못 지내는지
이런 걱정으로 또 하루 지나고
우리의 추억도 흐려져만 가네요
그대가 올까봐내게 돌아올까봐
예뻐보이려고 화장하고 있는데
서러운 마음에새어나온 눈물 때문에
다시 내 얼굴이 엉망이네요
그대가 그리워너무 보고 싶어서
아직까지 그댈 기다리고 있는데
언제쯤 오나요아니 오지 않을 건가요
그 것만이라도 가르쳐 줘요전화 
한번만 아니 소식 한번만나는 다른 건 
정말바라지도 않아요내게 
이제라도그대 목소리로잊으라 말하면
그 땐 잊어줄게요그대가 말하면뭐든 했던 나니까"
원망,백지영,"모든걸 다 버리고 마구 산다면 수렁속에 빠져서 산다면
어느 날 이런 나의 소식 들으면 그대 내게 돌아와 
화라도 내지 않을까 그댄 알아 그대 없인 
어둠의 길을 잃은 아이라는걸 헤어질 때 
나 먼저 보내려 자꾸 등을 밀던 이유가 
내 걱정인 것두 날 싫어하는 눈빛이라도 
내게 맘에 없던 말이라도 
그랬다면 아픈 상처라 해도 
사랑은 체념 할 수 있었을텐데...
그댄 알아 내가 없인 나 보다 더 힘겨운 눈물이란 걸..
""못 볼거야.""
그 말 을 할때도 자꾸 흐려지는 눈빛을 피하려 한것도 
날 아직 사랑하고 있잖아..
지금 날보러 오고 싶잖아 돌아와 줘
나도 그렇단 말이야 갈수록 더 커지는 사랑때문에
돌아와 줘 나도 그렇단 말이야 
더 이상 이렇게는 안 될 것 같아"
dash,백지영,"벌써 며칠째야 애만 태우는게 
날 사랑한단 한 마디 말조차 하지 못한 채 
용기가 없는 넌 다가오지 못하고
언제까지나 그렇게 멀리서 바라볼 거야 
이젠 내가 너보다 먼저 다가갈 거야
널 사랑한다 그 말을 내가 먼저 하고 말거야 
서로가 사랑인 걸 알고 있는데 
왜 이러고만 있어야 하는지도 정말 답답해
이런 얘길 내가 먼저 한다면 
언제나 남자들은 부담스러워 하지
너 역시 그렇다면 어쩔 수 없어 
넌 사랑 받을 자격도 없는 거니까 

이제 와서 이런 얘길 하기가 
조금은 껄끄럽고 어색하긴 하지만
사랑은 그리 쉽게 얻을 수 없어 
언제까지나 이럴 순 없잖아
누가 먼저란 건 그리 중요하지 않아 
짧은 생을 사랑 하나 만으로 산다면 
너를 사랑한 후 내가 달라진 건 
외롭던 나의 시간이 채워 준 너의 생각들 
불처럼 타오른 열정은 아니지만 
깨지지 않는 사랑의 믿음이 생겨난 거야
이젠 내가 너보다 먼저 다가갈 거야 
널 사랑한다 그 말을 내가 먼저 하고 말거야 
서로가 사랑인 걸 알고 있는데 
왜 이러고만 있어야 하는지도 정말 답답해
이런 얘길 내가 먼저 한다면 
언제나 남자들은 부담스러워 하지
너 역시 그렇다면 어쩔수 없어 
넌 사랑받을 자격도 없는 거니까
넌 사랑받을 자격도 없는 거니까"
아가페,백지영,"가까이 오지 않아도 돼 느낌은 이미 가득해 
그런 손길 없어도 돼 눈빛 하나면 충분해 
달콤한 입술 필요없어 향기에 이미 취했어 
그대 이름만으로도 황홀한 기분인 걸 
아직은 내게 다가오지마 
날 갖고 싶은 그댈 알아 하지만 서둘지마 
조금만 더 그대로 있어줘 
서로 닿을 수 없는 거리만큼
그래야 아쉬움에 더욱 간절해질 것 같아
조금만 더 천천히 보여줘 
매일 그대의 꿈으로 깨도록 
그래야 우리 사랑 더욱 소중해질테니까 

장미꽃 같은 태양보다 강물에 어린 달빛을 
불꽃 같은 사랑보다 촛불의 그리움을 
그대의 품에 안기고 싶어 
하지만 거친 숨결로는 속삭일 수 없잖아 
조금만 더 그대로 있어줘 
서로 닿을 수 없는 거리만큼 
그래야 아쉬움에 더욱 간절해질 것 같아 
조금만 더 천천히 보여줘 
매일 그대의 꿈으로 깨도록 
그래야 우리 사랑 더욱 소중해질테니까"
사랑 안 해,백지영,"- 1절
그럴려고 그랬어 돌아가려고
너의 차가움엔 그래 다 이유 있었던 거야
나를 만지는 너의 손길 없어진
이제야 깨닫게 되었어 내맘 떠나간 것을
설마 하는 그런 미련 때문에
그래도 나는 나를 위로해
나 이제 이러는 내가 더 가여워
이제라도 널 지울거야 기억의 모두를
이제다시 사랑안해 말하는 넌 너와 같은 사람
다시 만날수가 없어서 사랑할수 없어서
바보처럼 사랑안해 말하는 널 사랑한다
나를 잊길 바래 나를 지워줘..

 - 2절
바보처럼 몰랐어 너희 두 사람
아직 기억하던 그건 그래 다 욕심이야
다짐했건만 매일 아침 눈을 떠
지나간 너에게 기도해 나를 잊지 말라고
제발 지금 내가 바라는 하나
내 애길 너무 쉽게 하진마
차라리 나를 모른다고 말 - 해줘
시간지나 알게 될거야
내 사랑의 가치를
이제다시 사랑안해 말하는 넌 너와 같은 사람
다시 만날수가 없어서 사랑할 수 없어서
바보처럼 사랑안해 말하는 널 사랑한다
나를 잊길바래 나를 지워줘..

내가 없는 내가 아닌 그 자리에
사랑채우지마
다시 만날 수가 있다면 사랑할 수 있다면
아프잖아 사랑한다 
지켜보며 사랑한다
그 말 한마디를 하지 못  - 해서"
꿈일까봐 (SBS드라마 나도야간다 OST),백지영,"꿈을 꾸죠 깨면 끝나 버리는
그땐 섯부른 희망인걸 철이 없어 몰랐었죠
아파와요 끝난 사랑 때문에
눈물 마를날 없어 아무도 사랑 할 수 없던 나죠
다시 올줄 몰랐죠 사랑이란 마음을
차마 말 하지 못해 혼자 숨기지만
어떻게요 사랑인걸요 괜찮을까요
혹시 그대도 꿈이 될까봐
두렵지만 참아 볼래요
내게 가득찬 그대를 나
마지막 사랑이라 믿고 싶어요

어색해요 나를 보는 그 눈빛
환한 미소도 줄수 없는 바보 같은 여자에요
사랑한다 말도 못믿어
피하는 내게 정말 그대가 어울릴수 있을까요
다시 시작된거죠 설레이는 사랑이
이젠 어쩔수 없는 내 맘 숨기지만
어떻게요 사랑인걸요 괜찮을까요
혹시 그대도 꿈이 될까봐
두렵지만 참아 볼래요
내게 가득찬 그대를 나
마지막 사랑이라 믿고 싶어요
다시 깨지 않길 바라는 내 맘
욕심인가요 두 번은 힘들어서
꿈일까봐 언젠가 또 잠을 깰까봐
내 마음을 다 말할수 없죠
깊은 잠에 빠져볼께요
그댈 믿고서 지금 그대로 머물러줘요
세월속에 식어 버렸던
나의 사랑이 숨을 쉬게
영원히 깨지 않는 꿈이 되줘요"
GO!,백지영,"자 이제 모두 준비됐어 
리듬이 몸을 땡겨줬어
체면도 모두 지워 줬어 
나와서 니 곁에 다가가 볼래
그래 Yes, sir! 드디어 니가 나를 봤어 
나랑 좀 놀아보고 싶니? 
괜찮니? 오늘 날 가질 수 있어

so hot 밤이 새도록 좋아 
make it last tonight
음악이 이끈대로 멈출수가 없는걸

all right 나를 느껴봐 몰라 조금 더 해봐
그녀는 잊어봐봐 DJ music turn it up!

올듯 말듯 망설이고 줄듯 말듯 기다리고
바보야 뭐야 니가 자꾸 나는 미쳐가고

나쁜 나쁜 남자라고 나를 나를 흔든다고
아무리 생각해도 나는 니가 너무 좋고

어차피 한번뿐인 인생 
즐기며 사는거야 이젠
한번쯤 가는거야 이제 
우리에 마음이 끌리는 대로
새로운 시대 즐기며 살아가야 할때
오늘이 바로 그 날 Friday let me say 
난 너를 갖고 싶다고
so hot 밤이 새도록 좋아 make it last tonight
음악이 이끈대로 멈출수가 없는걸

all right 나를 느껴봐 몰라 조금 더 해봐
그녀는 잊어봐봐 DJ music turn it up!

올듯 말듯 망설이고 줄듯 말듯 기다리고
바보야 뭐야 니가 자꾸 나는 미쳐가고

나쁜 나쁜 남자라고 나를 나를 흔든다고
아무리 생각해도 나는 니가 너무 좋고

이 밤이 흔들 흔들 조명 속에 취하고
내 맘도 흔들 흔들 갈대같이 변하고
이 사람 저 사람들 품에 안겨 춤추고
밤도 이젠 점점 끝나가는데 
올듯 말듯 망설이고 줄듯 말듯 기다리고
바보야 뭐야 니가 자꾸 나는 미쳐가고

나쁜 나쁜 남자라고 나를 나를 흔든다고
아무리 생각해도 나는 니가 너무 좋고
올듯 말듯 망설이고 줄듯 말듯 기다리고
바보야 뭐야 니가 자꾸 나는 미쳐가고

나쁜 나쁜 남자라고 나를 나를 흔든다고
아무리 생각해도 나는 니가 너무 좋고"
멜로디 (Feat. 마이티마우스),백지영,"널 처음 만난 건 어느 추운 겨울날
사랑은 떠나고 외로워서 울던 날
하얗게 빛나는 미소로 이젠 울지 말라고
나의 눈물 닦아 주던 이 노래


오후 두시 눈부신 햇살아래 우리 둘이 걷는 길
beautiful 살며시 귓가에 스며드는 노래
이 순간이 너무 소중해 사진속에 담지
뭐든지 부탁해 원한다면 바로 달려가
이제 더는 눈물 흘리지마 
그 아름다운 미소로 내게 달려와 안겨봐
따뜻한 행복을 줄테니
we make it right make it right
이모습 그대로 너와나
 
우리만의 멜로디 멜로디 
단 하나뿐인 멜로디 멜로디
사랑해요 영원히 영원히 
그대와 나의 하모니 하모니
이젠 돌려 줄께요 이 노래로 
그대 선물해 준 하얀 이 멜로디

눈이와 내려와 온 세상이 하얗게
소리가 들려와 변함없는 이 노래
추억으로 물든 멜로디 하얀 눈 빛 목소리
그댄 올해도 날 활짝 웃게 해


밤 열두시 두 눈이 감길때 쯤 
전화기로 주고 받는 너와 나의 속삭임
숨 죽인 듯한 고요함을 무시한 채 
내 귓가에 흐르는 너의 목소리가 바로
세상 제일 가장 아름다운 멜로디
baby let’s fly high  조금 더 다가와
니 인생 최고의 파트너 알다시피 나잖아
끝이 없는 사랑이 바로 여기
we make it right. make it right

우리만의 멜로디 멜로디 
단 하나뿐인 멜로디 멜로디
사랑해요 영원히 영원히 
그대와 나의 하모니 하모니
이젠 돌려 줄께요 이 노래로 
그대 선물해 준 하얀 이 멜로디

눈이와 내려와 온 세상이 하얗게
소리가 들려와 변함없는 이 노래
추억으로 물든 멜로디 하얀 눈 빛 목소리
그댄 올해도 날 활짝 웃게 해


이보다 더 좋을 순 없어 
ONLY YOU CAN BE MA LOVER 
(하얀 눈이 내리고 너와 난 노래하고)
난 매일 그대란 꿈을 꿔 
ONLY YOU CAN BE MA NO. 1 
(별빛은 축복하고 우리는 키스하고)
이 순간을 간직할게 감히 영원을 약속할게
(온 세상이 빛나고 사랑으로 물들고)
변함없이 영원히 귓가에 속삭여줘
우리의 멜로디
하모니

우리만의 멜로디 멜로디
단 하나뿐인 멜로디 멜로디
사랑해요 영원히 영원히 
그대와 나의 하모니 하모니
이젠 돌려 줄께요 
이 노래로 그대 선물해 준 하얀 이 멜로디"
한 여자,백지영,"참 오랜 만야 좀 멋쩍은 듯 말 붙혀 오는 널
내 옆에 그 사람 궁금한 듯 쳐다 봐
잘 지냈냐는 니 인사를 어색하게 받는 날
니 옆에 선 그녀가 불안한 듯 또 바라 봐
아는 여자야 이 순간부터 난..
아는 남자야 내 곁에 숱한 사람처럼 넌

한 때 니 여자였다고 너무 사랑했었다고
난 말을 못 해 넌 말 못 해 이렇게 우리만 숨기면
세상 그 누구도 몰라 이젠 우리 둘과 하늘만 알아
가슴을 가리면 추억도 안 보이..니까..

넌 믿어질까 난 아직도 널 떠올려보곤 해
누군갈 만나면 잊혀질 줄 알았어
참 아팠는데 이별이 다 나쁜 건 아닌가 봐
시간이란 그 체에 미움만 걸러졌잖아
다시 널 보니 돌아가고 싶어
내 곁에 그와 니 곁에 그녀만 또 없다면

한 땐 니 여자였다고 너무 사랑했었다고
난 말을 못 해 넌 말 못 해 이렇게 우리만 숨기면
세상 그 누구도 몰라 이젠 우리 둘과 하늘만 알아
가슴을 가리면 추억도 안 보이니까..

날 돌아보는 너 널 돌아보는 나의 가슴엔
서로 같은 눈물이..

그래 넌 내 남자였어 한 순간이였겠지만
난 말을 못 해 넌 말 못 해 그래도 날 잊지 말아 줘
세월이 더 흘러가도 늙지 않을 너의 기억 속에서
행복한 한 여자 나처럼 너도 영원히
행복한 한 남자 돼 줘.."
그남자,백지영,"한 남자가 그대를 사랑합니다 
그 남자는 열심히 사랑합니다 
매일 그림자처럼 그대를 따라다니며 
그 남자는 웃으며 울고있어요 

얼마나 얼마나 더 너를 이렇게 바라만 보며 혼자 
이 바람같은 사랑 이 거지같은 사랑 
계속해야 니가 나를 사랑 하겠니 

조금만 가까이 와 
조금만 한발 다가가면 두 발 도망가는 
널 사랑하는 난 지금도 옆에 있어 
그 남잔 웁니다 

그 남자는 성격이 소심합니다 
그래서 웃는 법을 배웠답니다 
친한 친구에게도 못하는 얘기가 많은 
그 남자의 마음은 눈물투성이 

그래서 그 남자는 그댈 널 사랑 했데요 똑같아서 
또 하나같은 바보 또 하나같은 바보 
한번 나를 안아주고 가면 안돼요 

난 사랑받고 싶어 
그대여 매일 속으로만 가슴 속으로만 
소리를 지르며 그 남자는 오늘도 
그 옆에 있대요 

그 남자가 나라는 걸 아나요 
알면서도 이러는 건 아니죠 
모를꺼야 그댄 바보니까 

얼마나 얼마나 더 너를 이렇게 바라만 보며 혼자 
이 바보같은 사랑 이 거지같은 사랑 
계속해야 니가 나를 사랑 하겠니 

조금만 가까이 와 
조금만 한발 다가가면 두 발 도망가는 
널 사랑하는 난 지금도 옆에 있어 
그 남잔 웁니다 "
Emotion (Stadium Ver.),백지영,"그렇게 날 믿지 못했니 
언젠가는 알게 되겠지 
지나간 내 상처가 뭐가 그리 중요해 

I saw your passion 처음 본 순간 느꼈어 
Attraction 내 맘 어쩔 수 없었어 
사랑이란게 뭔지 알게 됐어 
Satisfacion 너는 날 만족 시켰고 
Emotion 너는 날 감동시켰어 
니가 아니면 안될 내가 됐어 

니가 본건 내가 아니야 
다른 사람눈에 비친 나 
어리석은 후회만 갖지 않길 바랄뿐

Hear the riff like quiter(blah) 
your mind is messed up 
I know its too gard in any kind of situation 
there's a prob Both side in your heatr 
there's ascar common ebery body 
have a drink then scoof same same 
I'm a stay up with my boo Last round throw it up, 
get up team 1,2,3 everybody scream. 

I saw your passion 처음 본 순간 느꼈어 
Attraction 내맘 어쩔수 없었어 
사랑이란게 뭔지 알게 됐어 
Satisfaction 너는 날 만족시켰고 
Emotion 너는 날 감동시켰어 
니가 아니면 안될 내가 됐어 

내가 있던 빈 자리가 그리워 다시 돌아 온대도 
그때는 너무 늦어 소용없어 

I wanna passion 너의 아팠던 기억들 
Attraction 너의 그 모든 기억들 
이젠 조금씩 지워 내야겠지 
Sarisfaction 내게 사랑은 없겠지 
Emotion 끝내 혼자로 남겠지 
그저 너 하나 잊기만을 바래 Emotion"
And... 그리고,백지영,"오늘따라 왠지 문득 생각나 
덮여있던 사진을 보니 
지금까지 보지 못한 표정이 
그리워서 그리워서 또 그리워서 
우두커니 한참을 앉아있다 
정신없이 챙겨 입고서 
어디론가 걷고 있는 날 바라보니 
너에게로 가고 있다 가고 있다 

그리고서 우리 서로 마주 서 있기 
그리고서 우리 서로 꼭 잡고 있기
이제 이제 서로 
그리고는 다른 곳은 보지도 않기 
그리고는 감싸 안고 잠들어 보기 
이제 우리 서로 
마주 본다 사랑한다 또 말해 본다 

하루가 어느새 지나가도록 
그냥 혼자 앉아있다가 
아무것도 준비하지 못하고서는 
달려간다 너에게로 가고 있다 

그리고서 우리 서로 마주 서 있기 
그리고서 우리 서로 꼭 잡고 있기 
이제 이제 서로 
그리고는 다른 곳은 보지도 않기 
그리고는 감싸 안고 잠들어 보기 
이제 우리 서로 
마주 본다 사랑한다 또 말해본다

그리고는 다른 곳은 보지도 않기 
그리고는 감싸 안고 잠들어 보기 
이제 우리 서로 마주 본다 사랑한다 또 말해본다 

우리 서로 말해본다 사랑한다"
떠올라,백지영,"난 말이 없어졌어 
웃음도 잃어버렸고 
좋아하던 음식도 너무 맛이 없어 
내가 뭘 위해 사는지 
모든걸 잊어버렸어 
이별이란 쓰디쓴 물을 마신 뒤로 

예쁜 옷 입고 거리로 나갔어 
하염없이 또 눈물이 흘러 
화장 고치고 친구를 만났어 
한결 나아진 기 기분이 들어 

거리에서 흘러나오는 뻔한 
슬픈 발라드 
내 내맘을 아는듯 더 힘들게 해 
거리에서 미소 지으면 다정한 
저 연인들 
내 맘을 아는 듯 날 초라하게만해 
네가 떠올라 자꾸 떠올라 
나를 떠나 모든 게 lie lie 
네가 떠올라 자꾸 떠올라 
난 벅차올라 가슴 터질것같아 

이젠 너를 지워버려 내 맘도 
지쳐버려 
이것도 잠시란 걸 알지만 
넌 나를 잊어버려 
네가 너무 미워지려 
한다는 것을 너도 알지만 

예쁜 옷 입고 거리로 나갔어 
하염없이 또 눈물이 흘러 
화장 고치고 친구를 만났어 
한결 나아진 기 기분이 들어 

거리에서 흘러나오는 뻔한 
슬픈 발라드 
내내 맘을 아는 듯 더 힘들게 해 
거리에서 미소 지으면 다정한 
저 연인들 
내 맘을 아는 듯 날 초라하게만해 

네가 떠올라 자꾸떠올라 
나를 떠나 모든게 lie lie 
네가 떠올라 자꾸 떠올라 
난 벅차올라 가슴 터질것같아 

think you about you 오늘 밤에 
I remember 니생각을 해 
think you about you 오늘도 난 
I remember 한숨만 나오는데 

니가 떠올라
니가 떠올라"
아무것도 아닌 듯,백지영,"서서히 조금씩 멈춰서고 있네요
서러운 마음이 내게 밀려와도

더 이상은 갈 곳이 없는 사랑의 끝에 섰죠

찬란했던 참 요란했던 우리 사랑도
결국 똑같은 다를 것 없는 흔한 사랑 얘기

우리 사랑한 적도 사랑하지도 않은 것처럼
우리 두근거림도 작은 떨림도 없던 것처럼
그저 넌 담담하게 끝을 말하네요 
모든 게 아무것도 아닌 듯

모든 걸 믿었던 따스했던 우리가 
모든 걸 걸었던 미쳤던 마음도

더 이상은 이룰 수 없는 비극의 끝에 섰죠

찬란했던 참 요란했던 우리 사랑도
그저 아무런 소용이 없는 하찮은 이야기

우리 사랑한 적도 사랑하지도 않은 것처럼
우리 두근거림도 작은 떨림도 없던 것처럼
그저 넌 담담하게 끝을 말하네요 
모든 게 아무것도 아닌 듯

가여운 가슴이 참지 못해 눈물이 흐르고
스치는 바람은 지난 초라한 내 열정을 
마구 비웃 듯 몰아쳐요

다시 돌아갈 수도 돌이킬 수도 없는 추억아
모두 흩어져버린 사라져버린 나의 마음아
내 맘을 휩쓸었던 사랑이라 해도
스치는 세월에 한 조각들"
꿈이길 바랜 이별 (1003926),백지영,"니가떠나버린잔에 흔적만이나를울리지
더는 사랑하지 않는지 너에말투차가워졌어
이제그만만나자 너에사늘한전화
너에얼굴보고싶어도 이제볼수없다는건지
언젠간오겠지 쓸데없는 마음
불안한 에감은 왜자꾸만 오는지
차를 세워놓고 한없이 울었어 미친것처럼
울면다시올까봐,.

너에집앞으로다시는 오지말란너에얘기를
나는 모르는척그녀도 그것마져 니가싫다며
내가현명하다며 쉽게잊을수있단 너에잔인한 그한마디
아픈상처로남을텐데
사랑한단 장난인것처럼 아무런 기억조차나질않았어
너를사랑하고 아무리이렇듯이 헤어지는게 
이게꿈이었으면..
내가자고일어나 또다시 너와함께하는사랑
다시내가될수있다면
이것이 악몽이 었다면 가끔씩 오는아픔 이였다면
그게아니라면 새로운시간은 어떻게내가
살아갈수있을까,,"
Dash (Rouge Club Cut Ver),백지영,"벌써 며칠째야 애만 태우는게 

날 사랑한단 한 마디 말조차 하지 못한 채 

용기가 없는 넌 다가오지 못하고 

언제까지나 그렇게 멀리서 바라볼 거야 

이젠 내가 너보다 먼저 다가갈 거야 

널 사랑한다 그 말을 내가 먼저 하고 말거야 

서로가 사랑인 걸 알고 있는데 

왜 이러고만 있어야 하는지도 정말 답답해 

이런 얘길 내가 먼저 한다면 

언제나 남자들은 부담스러워 하지 

너 역시 그렇다면 어쩔 수 없어 

넌 사랑 받을 자격도 없는 거니까 

이제 와서 이런 얘길 하기가 조금은 

껄끄럽고 어색하긴 하지만 

사랑은 그리 쉽게 얻을 수 없어 

언제까지나 이럴 순 없잖아 

누가 먼저란 건 그리 중요하지 않아

짧은 생을 사랑 하나 만으로 산다면 

너를 사랑한 후 내가 달라진 건 

외롭던 나의 시간이 채워 준 너의 생각들 

불처럼 타오른 열정은 아니지만 

깨지지 않는 사랑의 믿음이 생겨난 거야 

이젠 내가 너보다 먼저 다가갈 거야 

널 사랑한다 그 말을 내가 먼저 하고 말거야 

서로가 사랑인 걸 알고 있는데 

왜 이러고만 있어야 하는지도 정말 답답해 

이런 얘길 내가 먼저 한다면 

언제나 남자들은 부담스러워 하지 

너 역시 그렇다면 어쩔수 없어

넌 사랑받을 자격도 없는 거니까"
Sentimental City,백지영,"밤에 피는 여자
아름다운 여자
거짓 웃음으로 눈물짓는 곳
정의로운 남자
너무 순수한 남자
법의 지팡이로 길을 찾는 자

돌이킬수 없는 운명의 무대는
두 사람에게는 너무 가혹해
사랑에 눈 멀어 모든걸 다 걸어
정해진 끝을 알면서도 서로를 원하고

Hey~
네온이 가득한 나의 정열의 그 Music
이제는 타임머신도 돌릴수 없어
사랑에 눈물 짓는 Sentimental City
그 슬픔은 묻어 버려줘

사랑하지 말자 그를 보내주자
억지로 화내며 끝내려 해도
누굴 사랑한다 너만 내사람이다
자꾸 끌어안는 그의 품속에

삼켜선 안되는 에덴의 사과는
두사람에게는 너무 달콤해
사랑에 눈 멀어 모든걸 다 걸어
정해진 끝을 알면서도 서로를 원하고

Hey~
네온이 가득한 나의 정열의 그 Music
이제는 타임머신도 돌릴수 없어
사랑에 눈물 짓는 Sentimental City
그 슬픔은 묻어 버려줘

허락될 수 없는 사랑 하지만 포기못해서
다른세상 그곳으로 하늘로 몸을 날리네


네온이 가득한 나의 정열의 그 Music
이제는 타임머신도 돌릴수 없어
사랑에 눈물 짓는 Sentimental City
그 슬픔은 묻어 버려줘

네온이 가득한 나의 정열의 그 Music
이제는 타임머신도 돌릴수 없어
사랑에 눈물 짓는 Sentimental City
그 슬픔은 묻어 버려줘"
하나의 꽃,나윤권,"눈을 감고 들어요
가슴이 뛰는 소리
그댈 향한 나의 마음이니까

꿈을 꾸는 것만 같아요
그대 내게 온 걸요
믿을 수 없는 일이 일어났죠

I wish
내가 바란 한 가지
그대의 행복이 될 수 있기를

고마워요 그대라는 사람 
세상이 내게 준 선물이죠

언젠가는 세상 앞에 넘어진다 해도
그대의 손을 잡고 다시 일어 날 수 있죠
 

그대라서 좋아요
내겐 하나뿐이죠
바라볼수록 아름다운 사람

나는 슬플 일이 없어요
그대 내게 있으니
웃는 날도 내겐 부족하네요

I wish
그대 바란 한 가지
영원토록 마음 변치 않기를

고마워요 그대라는 사람 
세상이 내게 준 선물이죠

언젠가는 세상 앞에 넘어진다 해도
그대의 손을 잡고 다시 일어날수 있죠


눈물도 내겐 감사한 걸요
그대 내 곁에 있다면 
나 그대만 있다면 괜찮아

사랑해요 그대뿐이에요
마음 속 깊이 외쳐보는 말

고마워요 그대라는 사람 
세상이 내게 준 선물이죠

하늘처럼 넓은 가슴으로 안을게요
그대를 품에 안고 영원히 지켜줄게요"
너무 싫은 일,백지영,"집에서처럼 입고 길을 걷다 우연히
너를 떡 하니 마주치는 일
그때도 그랬지만 여전히 산뜻하게 
아무렇지 않듯 웃는 너 보는 일

너의 팔짱을 끼고 빤히 날 쳐다 보며
무심하게 서있는 사람
그 사람이 누군지 묻지 않아도 알면서
굳이 관계를 또 묻는 나

정말로 너무 싫은 일 
상상조차 하기 싫던 그런 일
다시 만나길 매일 원해도
이렇게 만큼은 싫던 그런 일

왜 내게 일어난 거야
하필이면 이렇게 만난 거야
다시 만나면 멋진 얼굴로
영화처럼 안부를 묻기를 꿈꿨는데

어떻게 지내냐고 인사조차 못하고
어설프게 말을 더듬는 일
빨개진 내 얼굴에 너무 티가 나는데
그것조차 숨기지도 못하는 일

그런 내가 안 쓰러 신경을 써주는 너
짜증스레 재촉하는 그녀
떠밀리듯 떠나며 인사를 건네는 너
멍하니 쳐다보는 난 바보

정말로 너무 싫은 일 
상상조차 하기 싫던 그런 일
다시 만나길 매일 원해도
이렇게 만큼은 싫던 그런 일

왜 내게 일어난 거야
하필이면 이렇게 만난 거야
다시 만나면 멋진 얼굴로
영화처럼 안부를 묻기를 꿈꿨는데"
집시의 눈물,백지영,"저 달이 뜨고 꽃잎이 지고 다시 필 때면
그땐 돌아온다고 기다리라고 했던 그 말도
모두 거짓인걸 너무 잘 알고 있지만
아직 널 잊지 못해 울기만 해

눈물이 하나 둘 떨어질 때
가슴이 아파 움켜쥘 때
칼날이 돼버린 너와의 추억이 나를 할퀴는데

그래도 이렇게 널 사랑해
그래도 애타게 그리워해
밤새도록 네 이름 부르며 슬픈 노래를 해

먼 길을 걸어 발이 닳도록 가시밭 길도
매일 고운 모랫길 걸어가듯이 너를 찾아가
부는 바람 따라 하늘 수 놓은 별 따라
갈 곳 없이 떠도는 내 맘을 알까

눈물이 하나 둘 떨어질 때
가슴이 아파 움켜쥘 때
칼날이 돼버린 너와의 추억이 나를 할퀴는데

그래도 이렇게 널 사랑해
그래도 애타게 그리워해
밤새도록 네 이름 부르며 슬픈 노래를 해

너의 얼굴도 너의 향기도 안 지워
우연히 날 스쳐가는 널
알아볼 수 없을까봐 두려워

눈물이 하나 둘 떨어질 때
가슴이 아파 움켜쥘 때
칼날이 돼버린 너와의 추억이 나를 할퀴는데

그래도 이렇게 널 사랑해
그래도 애타게 그리워해
밤새도록 네 이름 부르며 슬픈 노래를 해"
,,
