title,singer,lyrics
En El Anochecer (황혼 속으로),백지영,"1. 왜 나 몰래 몰래.. 또 날 속이는 거야. 
왜 저 멀리 멀리 넌 날 피하는 거야. 

더이상 내게 바랄게 없는거야. 
잠시 날 잊은거야.. 
뭐야.. 다 거짓말인거야...

말을 해봐. 
너의 그 말들 숨길 필요 없잖아.

다 어차피 끝낼 너와 나잖아. 
속이지마. 나 없이 또 다른 사랑한데도 관심 없잖아.

내곁에서 흘린 그 눈물도 
네곁에 남긴 내 기쁨도 다 사라져 버릴거야. 

상관하지마. 너와 내가 나눈 그 사랑도...
저 황혼에 타버리면 두번 다시 너를 다시 난 찾지 않아.

2. 더이상 니가 필요 없는건 나야. 
철없이 니가 만든 추억 다 소용없잖아. 

떠날거야. 널 잊을곳으로..
더는 망설임없이 날 다시는 볼수없는 곳으로..

아닐거야.. 그래 넌 단 한순간 조차도 후회없잖아. 
내곁에서 흘린 눈물도 네곁에 남긴 내 기쁨도 다 사라져 버릴거야. 

상관하지마. 너와 내가 나눈 그 사랑도 저 황혼에 타버리면
두번다시 너를 다시 난 찾지 않아."
못,백지영,"la la la ~~~ la la la ~~~ la la la la la la ~~~

la la la ~~~ la la la ~~~ la la la la la la ~~~

너 없이 남겨진 그 베개조차도 
왜 난 치워낼 수 없는지 몰라
언제나 습관처럼 
너의 자리를 남겨둔 채 잠에 드는 난

항상 네 곁에서만 눈떠왔던 
난 다신 눈을 뜨지 않아도 좋아
하얗게 비어있는 그 자리를 느낄 수 없도록

수 없이 흐른 그 시간도 너 없이 흘린 내 눈물도
널 사랑한 단 한줌 기억도 지워 낼 수가 없잖아

네 사랑은 못처럼 내 맘속에 박혀 있는데
돌아와줘 이렇게 남은 눈물조차 없는 나에게

la la la la la la~~~~ la la la la la la~~~~
la la la la la la~~~~ 잊을 수 없잖아

세상에 숨쉬는 그 모든 것들은 
결국 영원할 수 없단 걸 알아
하지만 너를 사랑하는 동안 나 영원을 믿었어

수 없이 흐른 그 시간도 너 없이 흘린 내 눈물도
널 사랑한 단 한줌 기억도 지워 낼 수가 없잖아

네 사랑은 못처럼 내 맘속에 박혀있는데
돌아와줘 이렇게 남은 눈물조차 없는 나에게

la la la la la la~~~~ la la la la la la~~~~
la la la la la la~~~~ 잊을 수 없잖아

오늘도 네가 올 것만 같아 
또 거울에 날 비쳐 보는데 널 위해~

내 사랑은 꿈처럼 모두 사라진 걸 알지만
널 부르며 잠들게 잠시 꿈에라도 볼 수 있도록...

내 사랑은 못처럼 내 맘속에 박혀있는데
돌아와줘 이렇게 남은 눈물조차 없는 나에게

내 사랑은 꿈처럼 모두 사라진 걸 알지만
널 부르며 잠들게 잠시 꿈에라도 볼 수 있도록...

내 사랑은 못처럼 내 맘속에 박혀있는데
돌아와줘 이렇게 남은 눈물조차 없는 나에게"
Good Boy (Acoustic Ver.),백지영,"내 말도 잘도 듣는 Good Boy 
시키는 건 모두 척척 잘도 해
말썽 피면 바로 bad boy
칭찬해주면 점점 기어올라

그러던 니가 잘해주니까
여기가 어디라고 온갖 재주부려 (헐~)
오오오오 오 mama
잔머리 굴리다가 한 순간 너도 끝이야

사랑은 독해 나 원래 독해 
여자를 쉽게 봤다간 결국 니가 당해
오냐 오냐 했더니 잘한다 잘한다 했더니
정말 진짠 줄 알어 어 어 어
사랑에 미친 너에게 다친 뻔한 사랑의 결말

거칠어진 말투(지 멋에 터프가이)
말마다 거짓말뿐 (얼굴도 안 변하고)
내 손바닥 위에 넌 넌 놀아나
누굴 또 속이려고 (어리광 피우지마)

그러던 니가 잘해주니깐
여기가 어디라고 온갖 재주부려 (헐~)
오오오오 오 mama
잔머리 굴리다가 한 순간 너도 끝이야

사랑은 독해 나 원래 독해 
여자를 쉽게 봤다간 결국 니가 당해
오냐 오냐 했더니 잘한다 잘한다 했더니
정말 진짠 줄 알어 어 어 어

날 들었다 놨다 니 맘대로 또 왔다 
I'm not yo mama 이 거지같은 드라마
날 들었다 놨다 니 맘대로 또 왔다 
I'm not yo mama 이 거지같은 드라마

I hate this love game
I treat you like a queen
근데 넌 왜 내 주인이 됐니
항상 너는 되고 난 안되
날 밀리고 넌 밀기만 해

어리다고 좀 말하지마
니 하는 짓이 참 어리잖아
What you say blah blah blah blah~
oh mama oh mama boy~ 
네가 아주 잘 깎아 놓은 틀에 맞춰진 난 puzzle
사춘긴 지난 것 같은데 유치해 그만 좀 짖어대
내 발 밑에 너란 살얼음 이젠 좀 지치거든
허 참 잘해주니까 주인을 물어

사랑은 독해 나 원래 독해 
여자를 쉽게 봤다간 결국 니가 당해
오냐 오냐 했더니 잘한다 잘한다 했더니
정말 진짠 줄 알어 어 어 어
너도 똑같애 나도 참 딱해
너 같은 놈 믿고 맘 준 내가 더 불쌍해
오냐 오냐 했더니 잘한다 잘한다 했더니
정말 진짠 줄 알어 어 어 어

날 들었다 놨다 니 맘대로 또 왔다 
I'm not yo mama  이 거지같은 드라마 
날 들었다 놨다 니 맘대로 또 왔다 
I'm not yo mama  이 거지같은 드라마"
,,
,,
Bird (기자 회견장에서),백지영,"It`s a silent cloud 머물지만,
It`s a fallen tear 흐르지만, 
It`s a memory 벗어나고 싶지만, 그치지 않는 비를 맞아.

It`s so dark inside 어둡지만, 
It`s close your eyes 흐르지 않아. 
It`s a memry 빛이 보이지 않아, 저 어둠 위를 날아. 

Rap) 슬픔 고통은 내 숨 끝으로 꽉 차오른 아픔
숨통을 꽉 움켜쥔 채 놓지 않는 함숨 의식은...

저 손끝으로 닿지 않는...
너머 햇살을 꼭 가리킨 채.
때지 않는 큰파도는 거품을 몰고, 
내가 싼 모래성을 한줌 흙으로 싹 쓸고, 
다시 제자리로 태연히 젖은 흙을 집어 들어보지만, 

이미 부셔진 그저 내 모습만 허탈해 흐르는 여린 
내 눈물만 그것만으로는 말라버린 흙을 적실수 없어. 
체념은 내 의지만으로 날 다시 적실수 없어. 
북받쳐 오른 내 절규는 하늘 끝에 높이 오른 갈매기만 부러워. 
팔을 벌려 날 띄우려 허우적 대도, 내 발목까지 뭍혀 버린 
내몸은 날수없는 한낱 그저 그런 존재일뿐, 
날수없는 한낱 그저 그런존재일뿐...

It`s a silent cloud 머물지만,
It`s a fallen tear 흐르지만, 
It`s a memory 벗어나고 싶지만, 그치지 않는 비를 맞아.

It`s so dark inside 어둡지만, 
It`s close your eyes 흐르지 않아. 
It`s a memry 빛이 보이지 않아, 저 어둠 위를 날아. 

Rap) 울창한 숲속에 나무에 벗겨진 나이테처럼 볼수없는 현실, 
가려진채 산은 숲을 이루내, 
야속한 구름위와 벗은 내몸위에 비를 뿌리네.. 
벗은 껍질 깊숙이 맺힌 체액 
흐르는 빗물에 묻을때, 스미는 빗물 한방울에 
쓰리는 고통 넌 모르네, 그렇게 피부위에 난 이 비를 맞네. 
야속한 구른은 아무것도 모른채 대지에 비를 뿌리네, 
그렇게 아무렇지 않게.. 난 이 비를 맞네... 

It`s a silent cloud 머물지만,
It`s a fallen tear 흐르지만, 
It`s a memory 벗어나고 싶지만, 그치지 않는 비를 맞아.

It`s so dark inside 어둡지만, 
It`s close your eyes 흐르지 않아. 
It`s a memry 빛이 보이지 않아, 저 어둠 위를 날아. 

Rap)한 많은 이세상이 야속하데도 그 한사람을
 세상이 구속한데도 이시기에 빗댄 당신의 한삶을
 어느 한송이 꽃보다도 아름다운 삶 울지만, 
이미 지난일이라고 삶의 반칙선위에 점일뿐이라고, 
수백번이고, 당신에게 말을 해봐도, 
내 깊이론 그대 심정을 헤아릴수 없을만큼 깊은곳 
수없이 써내려간 내 삶을 빗댄 고작 수편의 시로 
한편의 그대 삶과 견줄 수 조차 없음을 그대로 인해, 
난 나름대로 무너진 내삶을 일으킬 의지를 끌어낼수 
있었음을 비틀어진 세상이 그대를 몰지라도, 
그대는 내게 빛으로 세상이 나를 무너뜨려도, 
그대는 내게 빛으로 날 일으켜줬음을...

It`s a silent cloud 머물지만,
It`s a fallen tear 흐르지만, 
It`s a memory 벗어나고 싶지만, 그치지 않는 비를 맞아.

It`s so dark inside 어둡지만, 
It`s close your eyes 흐르지 않아. 
It`s a memry 빛이 보이지 않아, 저 어둠 위를 날아."
Because,백지영,"아직도 그를 사랑할 수 없는건 내게 남은 사랑 때문에..

오래전에 끝난 일인걸 왜 난 항상 그대론지 

그래요 모두 내 탓인걸알아요 그렇게 단념했지만

흘러내린 눈물을 멈출 순 없겠지

그의 품에 안긴 채 웃는 날 보며 애써 슬픔 지우던 네 마음을 

이해하고 있지만 날 기다리지마 너에게도 소중한 그를 위해

널 친구로도 대할 수 없는 잔인한 운명을 원망할 뿐

차라리 날 미워해 용서해 아직까지도 나는 너를 사랑해

곤히 잠든 그를 보며 참았던 눈물을 보이지만 

날 사랑하는 사람보다는 내가 사랑하는 사람 때문에

이젠 괜찮다면서 웃음보이던 네 마음을 붙잡고 싶었지만

끝네 외면한건 다시 흔들릴 내 모습 두려워 

널 친구로도 대할 수 없는 잔인한 운명을 원망할 뿐 

차라리 날 미워해 용서해 아직까지도 나는 너를 사랑해 

곤히 잠든 그를 보며 참았던 눈물을 보이지만 

내 곁에 있는 사람보다는 내겐 너무 먼 사람 때문에"
생존,백지영,"후회하진 않겠어.
모든걸 잃었지만 나 이런 사랑 
두번 다시는 못할테니까...
원망하지 않겠어.
이렇게 날 버린 널 내 기억속에 
너의 모습은 사랑일 테니까...
난 너와의 헤어짐으로 바뀐건 없어.
단지 내 시간이 이별하기 전에 
머춰 버린 채
머물러 사는 것 밖엔...

마지막인 것처럼 넌 떠나 갔지만
니 모습 다시 볼수만 없을 뿐 
난 아직 끝난 게 아니야.
내 가슴에 여전히 자라나는 사랑은 
니가 없어도 괜찮아.
내가 살아기기 위해선 널 보낼 수 없어.

Rap) Seniorita they be coming alive 
i see miss me
don`t go it two time 
I hear the music so jump on the floor More
and More we gonna do it hard core sing 
it loud don't pout its a countdown 
we might of broke up 
but hey we going down amiga bonita join dey fiesta 
you'll enjoy the last dance I bet ya 

미워하진 않겠어. 
모든 걸 남겼지만.. 
나 이런 아픔 다시 갖지는 않을 테니까. 
미련 갖진 않겠어. 
이렇게 날 버린 널. 
내 눈물 속에 너의 모습은 이젠 없을 테니. 

나 이렇게 혼자 있어도 외롭지 않아. 
어디에 있든지 무엇을 하든지 
너의 추억은 내 곁에 함께 하니까. 

마지막인 것처럼 넌 떠나 갔지만 
니 모습 다시 볼수만 없을 뿐 
난 아직 끝난게 아니야. 
내 가슴에 여전히 자라나는 사랑은 
니가 없어도 괜찮아. 
내가 살아가기 위해선 널 보낼수 없어."
웨딩파티,백지영,"가세요.. 가세요.. 날두고 떠나 가세요...
그대의 사랑이 남아 있겠죠...
그녀에게 가세요...

1. 그대 오늘 어땠나요. 
힘들었나요.. 그녀 곁에서 웃는게 잘어울려요. 

그대 눈이 슬프네요. 
왜 그런가요...
나 때문이면 이제는 잊어버려요. 

하지만 사랑은 끝날 수 없어요. 
많은 날이 지난다 해도.. 

바보야, 그대는 그렇게 가나요...
원치 않는 사람에게로...

눈물의 파티를 지금부터 시작해.
울지 않을께요. 

이제 그대 보내야만 하지만...
사랑 사랑 사랑 아직 그댈 사랑해.

어쩔수가 없겠죠...
그대 보내야만 하겠죠. 

2. 어제 하루 어땠나요. 
괜찮았나요. 나의 하루는 모든게 낯설었어요. 

오늘 아침 눈을 뜰때 힘들었어요.
그대 행복을 빌면서 떠난다는게...

하지만 사랑은 끝날 수 없어요. 
많은 날이 지난다 해도...

바보야, 그대는 그렇게 가나요. 
원치 않는 사람에게로...

눈물의 파티를 지금부터 시작해...
울지 않을게요..

이제 그대 보내야만 하지만...
사랑 사랑 사랑 아직 그댈 사랑해.

어쩔수가 없겠죠. 
그대 보내야만 하겠죠."
리트머스,백지영,"그댈 만나서 흘렸던 눈물은 투명했었지 그대를 담아 두려고 
언제부턴가 장미빛 눈물이 아마 사랑이 시작 됐었나봐 
아카시아 향기 만큼 자욱한 그대와의 행복했던 꿈 
내린 비를 가려 주던 라일락 가슴 가득 펴져 가던 입맞춤 
아무도 모르게 그대를 사랑했었어 아무것도 두렵지가 않았어 
사랑해 그말은 너무도 모자랐었어 함께해도 모자랐던 보고픔그만큼 

어느 날인가 노을 빛 눈물이 그땐 몰랐지 어긋난 시선이란 걸 
눈물속에도 가시가 있단 걸 알고 나서야 이별을 느꼈지 
발길마다 밟혀 오던 추억에 끝내 쓰러지고 말았지 
백합 향기 가득하던 내방에 그대 있는 세상과의 작별을 
함께 할 인연이 세상에 없었을 뿐야 우리 사랑 끝나지는 않았어 
언젠가 눈물이 다시 또 투명해지길 기다릴게 완전한 사랑으로 만나길 Never cry never bye.

함께 할 인연이 세상에 없었을 뿐야 우리 사랑 끝나지는 않았어 
언젠가 눈물이 다시 또 투명해지길 기다릴게 완전한 사랑으로 Never cry never bye.

>>Rap. Baby Baby...Just tell me what's on your mind. Is it to 
much for your pride. Let it out don't let it hide. Tomorrow's 
better day, cause I will show you the way Now open your heart, 
don't let yourself get hurt. That's something you don't 
desserve. That's right, you don't desserve those tears, no 
more fears, or no more shears I love you, my dear, my dear.
Don't cry. Don't lie."
Dream,백지영,"이제 와서 이런 얘기 무슨 소용 있겠어요. 
그대 생각 시린 내 가슴에 상처 뿐일텐데.. 
괜찮나요. 나 없어도 아무렇지 않은가요. 
보고 싶어 울지는 않나요. 그러진 않겠죠.. 
아무것도 남겨놓지 말란 떠나가던 마지막 그 말처럼 
시간속에 지워지기만을 기다리고 싶어요. 
바보같죠. 그대 하나 잊지 못해.. 
이런 내가 언젠가는 그대의 기억도 익숙해지겠죠. 
외로워질때면 눈물이 날때면 내안의 그대를 꺼내요. 
나 아프지 않게 추억할 수는 없나요.. 
나 어릴 적 엄마품에 달려들던 악몽처럼 
그대 생각 짧은 꿈이라면 그만큼이라면 

* 외로워질 때면 눈물이 날때면 내안의 그대를 꺼내요. 
나 아프지 않게 추억할 수는 없나요.."
STAND BY ME,백지영,"어디엔가 날 부르는 목소리
생각이 나요 우리들의 기억

난 아직 이 길 위에
저 차가운 바람 넘어
그대만 그대만 그려요

저 하늘 끝 하얗게 물든 
수많은 별처럼 
너무나 슬픈 꿈은 아니라고

Stand by me Stand by me
내 곁에 멈춰 서요
바라만 보고 있어도 좋은걸요

알 수 없는 이 길 끝에서 
그대란 생각에
위로가 되는 꿈을 꿔요
Stand by me

몇 번의 겨울 끝에
희미하게 날 비추는
그대만 그대만 따라서

시간이 가도 기억해요 
나 여기 있음을
오늘도 혼자 날 찾고 있다고

Stand by me Stand by me
내 곁에 멈춰서요
바라만 보고 있어도 좋은걸요

알 수 없는 이 길 끝에서
그대란 생각에
시간을 갖고 서로를 지켜줘요

가끔은 내가 다 알지 못해서
(내 두 눈 보면서) 
전부 다 말해줄래요

Stand by me Stand by me
나와 같이 걸어요
우리의 노랠 부르며 기억해요

그대 옆에 있을 거예요
아무 말 없어도
슬퍼 말아요 울지 마요
Stand by me"
Blue Black,백지영,"정말 잘한걸까 아직 모르겠어 그대 원한대로 보내 드린게
어떤 마음일까 나완 다를거야 
힘든 걸음으로 가진 않았으니까 어디로 갈까 무엇을 할까
아무 생각도 할 수 없었어 깊은 잠이라도 청해볼까 
백지처럼 모든 기억을 지울 수 있게 햇살에 사라져 버린 
새벽 이슬처럼 너무나 짧았었지만 그건 사랑인걸 언젠가 다시 
또 내게 사랑이 온다면 조금만 더 길게 저녁 노을처럼 
내 눈물에도 그리움에도 그대가 없길 바랬었지만 
가금 다른 생각을 할 때 조차 한숨으로 배어나는
그대 기억이 철 없는 내 사랑은 이별도 모른채 그대를 
찾아달라고 자꾸보채는 걸 아무리 달래어 봐도 
감당 할수 없어 채워지지 않는 쓰라린 보고픔 햇살에 
사라져 버린 새벽 이슬처럼 너무나 짧았었지만 
그건 사랑인걸 언젠가 다시 또 내게 사랑이 온다면 
조금만 더 길게 저녁 노을처럼..."
미워요,백지영,"미워요 왜 모른 척 하나요, 
너무 보고 싶어요
오늘도 하늘만 바라 보아요..

보나요 내 지친 날들 모두, 
핏기를 잃은 내 얼굴.
싫어요, 나 이제 웃고 싶은데...

먹지도 웃지도 못해요, 
그대를 잃은 나 세상이 끝난 나..
그래요 그대여...

보세요, 그 하나만을 사랑 했기에 
지금 더 힘든걸요..

커피를 끓인지도 오래죠, 그대 생각나기에..
못 먹는 쓴 술만 자꾸 마시죠..

아파요 가슴이 시려요, 
겨울도 아닌데 왜 감길 드는지...
그래요 그대여....

보세요, 그 하나만을 사랑 했기에 
지금 더 힘든걸요...

아파요 가슴이 시려요, 
겨울도 아닌데 왜 감길 드는지...
그래요 그대여....

보세요, 그 하나만을 사랑 했기에 
지금 더 힘든걸요..."
비탄,백지영,"가 어서가.
더 이상.. 내 곁에 머물지 말고.
그래 봐야 볼수도 없는데 어서가.. 제발... 

그대를 앞에 두고 울순없잖아. 
울지 않겠다고 약속했는데... 
이런 눈물조차도 이젠 예전처럼 닦아줄수 없잖아.

다시는 오지마. 
다신 나를 보러 오지마. 
가슴 저린 그리움 마다... 그대 진한 향기를 느끼잖아. 
더 아프지 않게 해줘. 

어떻게 잊으라고 가버린 거야.
아직 준비조차 안된 날 두고.. 
그저 세월에 기대 희미해지만 바랄 수 밖엔 없어. 

다시는 오지마. 
다신 나를 보러 오지마. 
아주 오래 걸릴 것 같아. 
그대 진한 향기를 지우기엔.... 

어쩌면 영원히... 
끝내 떠나지 않는 그대 그 기억에 
얼마가지 못해 견디지 못한 채 
그대 간 길을 따를 지도 몰라. 

다시는 오지마. 
다신 나를 보러 오지마. 
가슴저린 그리움 마다... 
그대 진한 향기를 느끼기엔 더 태울 가슴이 없어."
Dancing All Night,백지영,"눈을 감아도 보이는 그 얼굴 이제는 의미해질 때도 됐는데 
나도 모르게 비처럼 내린 눈물은 다시 또 내게 그리움이 오나봐 

Dancing all the night 그대 품에 안기어 
Dancing all the night 보냈던 그 밤이 
Dancing all the night 잊혀지지 않아 
Dancing all the night 그댈 사랑했나봐 

사랑이 뭔지 가르쳐 준 그대 하지만 이별을 배우진 못했어 
이런 아픔을 알았더라면 그대를 그렇게 쉽게 보내지는 않았어 

Dancing all the night 아무 것도 몰랐어 
Dancing all the night 이별의 아픔을 
Dancing all the night 남아 있는 그대 
Dancing all the night 아직 그대로인데 

그대 떠난 뒤 달라진 건 단지 그대 떠난 뒤 달라진 건 단지 
그대를 볼 수 없다는 것 뿐인데 나의 가슴에 그대 빈 자리 때문에
단 하루도 살 수 없게 되었어 

Dancing all the night 나를 사랑 했잖아 
Dancing all the night 왜 가버린거야 
Dancing all the night 그대와의 추억 
Dancing all the night 모두 가져 가버려 
Dancing all the night 너무 사랑했었어 
Dancing all the night 그대의 모든 걸 
Dancing all the night 너무 보고 싶어 
Dancing all the night 다시 내게 돌아와"
묻지마,백지영,"사랑이란 말 필요한거니? 그래서 나를 갖지 못하니? 
정말 이런 너를 모르겠어 그게 뭐가 그리 중요한 건지 
그냥 이렇게 느낌 그대로 가까이 내게 다가 오면 돼 
사랑이란 말 필요없어 그건 아무 소용없어 
왜 몰라 사랑이란 착각이란 걸 항상 언젠가는 깨어지는 걸 
아픈 눈물이 될 상처라는 걸 

I wanna see you baby tonight 오늘 밤엔 그냥 널 보고 싶어 
I wanna touch you baby tonight 오늘은 널 보내고 싶지 않아 
I wanna love you baby tonight 오늘밤은 그냥 아무 것도 묻지마 

사랑이란 건 모두 그랬어 질투와 집착 너무 피곤해 
어렵게 만든 사랑따윈 이젠 믿고 싶지 않아 
왜 몰라 사랑이란 바람 같아서 가슴 가득 담아 두려 해봐도 
결코 소유할 수 없다는 것을 

I wanna see you baby tonight 오늘 밤엔 그냥 널 보고 싶어 
I wanna touch you baby tonight 오늘은 널 보내고 싶지 않아 
I wanna tell you baby tonight 오늘 밤을 너와 나 단둘이서 
I wanna see you baby tonight 오늘 밤은 그냥 너를 내게 맡겨둬"
비밀(Original Mix) (New Song),백지영,"내눈을 보면 알 수 없나요..

나조차 감당하기 힘에 겨운 사랑

이대로 그대 내맘 모른체 끝나고 말지 몰라요..


그대 뒷모습만 바라봐도 설레어 와요..

그대의 눈빛조차 나는 마주칠 수 없어요

나 어떡해요 그대는 이런 내맘 모르시면서

아직도 나를 어리게만 여기는 그대를


언젠가 이런 내맘 안다면 웃지나 않을런지

두려워요 그대..

어쩌면 이대로 영원하길 바라는지도 몰라요...


사랑 그것은 나에게는 벅찬 꿈인가봐요

나 이대로 깨어나고 싶지 않아...


그대 그의 이름만으로도 설레어 와요

그대의 향기조차 나는 미칠것만 같아요

나 어떡해요 그대는 이런 내맘 모르시면서...

아직도 나를 어리게만 여기는 그대를..."
기다리는 여심,백지영,"Please, Don't leave me. 
Cause I Still loving you. 
One More Time. 
Give me the Chance. 
I love you. 
If you leave me. 
I'll be sad too long long time.
(제발 내곁을 떠나가지 말아줘. 
왜냐하면... 아직도 내가 널 사랑하니까. 
만약 네가 날 떠난다면 
난 아주 오랜 시간 슬프겠지)

내마음 외로울 때 눈을 감아요.
자꾸만 떠오르는 그대 생각에...
가슴에 느껴지는 사랑의 숨결 
멀리서 아득하게 전해오네요. 

사랑이 끝났을 때...
남겨진 이야기는... 
시들은 꽃잎처럼 
흐르는 세월을 아쉬워 하겠지. 

내 마음 서러울 때 하늘을 봐요. 
흐르는 구름 위에 마음 띄우며 
내 곁에 와 달라고 기원하면서 
오늘도 기다리는 여인입니다. 

If You Know Say You Love to Me, 
I Know.
Never Say 'good-bye'. 
I'll be There for You~~~ 
Never Say Good-Bye
(만약 네가 나에게 사랑한다고 말한걸 
네가 알고 있다면..
나도 알고 있어.
결코 안녕이라고 말하지마. 
너를 위해 그곳에 있을께)"
운명,백지영,"작은 행동 밝은 모습 하나둘 모여
좋은 습관 선택받는 생활의 모습
무서운 선생 대부분 어른 가르치려 해
매일 어렵게 매일 달라져
사람들은 그들만의 방식이 있어
평범하고 객관적인 하나의 습관
나만의 미래 어른의 모습 상상을 해봐
지금 너무 빨리 되고 싶어
운명은 평범한 습관이 모여서 만나서
미래의 가치를 만들 수 있어
내가 아무리 매일 아닌 척해도
이미 사람들 모두가 다 
나를 뺀 모두가 다 알고 있어
좋은 행동 빛이 되어 멋진 미래를
남이 아닌 나의 의지 만들 수 있어
사랑의 선택 행복한 가정 기억해야 돼
지금 너무 빨리 되고 싶어
운명은 평범한 습관이 모여서 만나서
미래의 가치를 만들 수 있어
내가 아무리 매일 아닌 척해도
이미 사람들 모두가 다 
나를 뺀 모두가 다 알고 있어
나의 소망 매일 소원 
빌어
선택하고 돌려받은 
기쁨
항상 난 감사해
내가 내린 결단들이 
나의 미래를 나의 사랑을 만들어
운명은 나만의 결단이 모여서 만나서
새로운 세상을 만들 수 있어
내가 아무리 매일 아닌 척해도
이미 사람들 모두가 다 
나를 뺀 모두가 다 알고 있어"
또 하나의 사랑 (Latin Mix),백지영,"이러다 끝낼꺼 같아
내곁에 친구를 먼저
이제서야 나의 사랑을
혹시 찾은거라면

이러다가 말겠지 끝나겠지 미련없이
오래가진 않겠지 그렇게만 생각해왔어

깊어지진 않겠지 스쳐가는 바람처럼
잊어낼 추억도 없으니

우린 어차피 서로 감춰야하는
이미 다른 사람에게 돌아가야 하니까

이래선 안된다는 걸
이래 봐야 소용없단 걸
돌이킬 수 없다는 것도 
하지만 난 이럴수 밖에
자꾸만 멀어져가는
자꾸만 힘들어가는
지쳐가는 나의 사랑을
지켜내기 위해서

이러다 어디까지 가야 할지 몰랐지만
사랑이 어두우면 우린 서로 위로해왔어

어느날 부터인지
나도 모를 내 마음은
왜그렇게 아파진거야

우리 어차피 서로 감춰야하는
이미 다른 사람에게 돌아가야 하니까

이래선 안된다는 걸
이래 봐야 소용없단 걸
돌이킬 수 없다는 것도 
하지만 난 이럴수 밖에
자꾸만 멀어져가는
자꾸만 힘들어가는
지쳐가는 나의 사랑을
지켜내기 위해서

한번도 보이지 않던 눈물까지 네게 보였고
보고 싶단 생각마져도 그녀보다 니가 더 한걸

이러다 끝낼꺼같아
내곁에 친구를 먼저
이제서야 나의 사랑을
혹시 찾은 거라면"
Love For You (duet with 서정훈),백지영,"남 : 힘들진 않나요 부족한 나를 만나서 후회하진 않나요 
그대를 위해 지금껏 해준 것이 없네요 미안하다는 말 뿐이에요

여 : 그런말 말아요 난 오직 그댈 향한 마음.. 변한 적이 없어요 

언젠가 그댄 말없이 나를 떠나버려도 오직 당신만을 
기다릴께요 

남 : 그댈 위해서 내 모든 걸 다 바치겠어요
여 : 이제 약속해요 우리의 사랑 영원하다고 우린 함께한 다고 

남 : 말해요 그대가 마지막 사랑일꺼라고 나의 영혼마저도 

그댈 원하는 걸요

여 : 알아요 영원한 사랑일꺼란 걸 그래서 날 지켜줄꺼란걸 

남 : 그댈 사랑해요 
남 :  그댈 볼때면 내 모든것을 놓쳐버려요
여 : 마치 구름위에 올라가 그댈 보는 것처럼 꿈을 꾸는것처럼 

남 : 말해요 그대가 마지막 사랑일꺼라고 나의 영혼마저 도 그댈원하는걸요 

여 :알아요 영원한 사랑일꺼란 걸 그래서 날 지켜줄꺼란 걸 

남 : 그댈 사랑해요 

여 : 약속할수 있나요 우리생이 다할때 
지금같은 사랑을 

남 : 그래요 지금 내 사랑은 변할수 없어요 다시 태어나서도 그댈 찾을테니까

여 : 알아요 아쉬운 사랑일꺼란 걸 그래서 더 슬퍼할꺼란걸 

남 :  그댈 사랑해요"
겁이나서,나윤권,"나 날 혼자 두고서 너 떠나며 내게 행복하란 말 왜 하니 
마지 못해서 내가 눈물 참고 있는데 왜 끝까지 너의 생각만 하니 

나 또 다시 물을께 나 없이도 니가 잘 살 수 있냐고 
혹시 장난일까 하는 맘에 억지 웃고 물어 보지만 왜 넌 아무말 못해 

사랑해서 헤어진단 뻔한 말로 날 위한 다는 거짓말로 너 떠나가면 그만이니 
나 겁이나서 너 없는 내가 겁이나서 한참을 걷지도 못한 채 자꾸 눈물이 나 

널 널 잊어 보려고 잘 못 먹던 술도 많이 마셔 봐도 
그럴수록 나의 곁에 니가 없다는게 난 두려워져 자꾸 술이 늘어가 

사랑해서 헤어진단 뻔한 말로 날 위한 다는 거짓말로 너 떠나가면 그만이니 
나 겁이나서 너 없는 내가 겁이나서 한참을 걷지도 못한 채 자꾸 눈물이 나 
(그대 나를 진정 떠났나요) 

우리 이제 정말 끝난 건가요 제발 헤어지잔 그 말 말아요 

아직도 난 너만 아는 바보라서 오지 않을 줄 난 알면서 잊는다는게 잘 안돼 
널 사랑해서 널 한순간도 못 지워서 좀 그 자리에 멈춰서서 너를 기다릴게 
기다릴게 너를 기다릴게"
울고만있어,백지영,"떨리는 손을 마주비비며
마른 입술을 깨물어봐도
터진 눈물은 새어나와서
하루종일 막 울었어
숨죽여 니 이름을 되뇌어도 대답이 없고
너를 향해 뻗은 내 두 손은 텅 빈자리야
시린 내 가슴을 부여잡고 펑펑 울어도
너를 녹여낼 자신이 난 없는데
내맘이 아파
또 울고만 있어
나홀로 찢긴 가슴 끌어 안은채
내맘이 아파
더 울고만 있어
소리없는 내 아픔은 더 커져가
아무 말없이 그렇게 울었어
숨죽여 니 이름을 되뇌어도 대답이 없고
너를 향해 뻗은 내 두 손은 텅 빈자리야
시든 내 가슴을 부여잡고 펑펑 울어서
눈물속에서 너는 다시 피었어
너를 사랑해
왜 대답이 없어
나홀로 수천번을 불러보지만
너를 사랑해
왜 대답이 없어
소리없는 내 외침은 더 커져가
아무 말없이 내맘은 울었어"
