,title,singer,lyrics
754,3번 타자,임창정,"훗날을 기대할 게 대답도 없는 너를 마냥 챙길 수 없어 
사랑도 아니면서 잘 보면 애인보다 많이 바라고 있어 
오늘 뭐 한 게 니가 왜 궁금해 전화 안 받는 게 뭐 어때서 
오늘은 만날 남자가 없었군 나는 너만의 영원한 3번 타자 
힘내라 말하지 마 너 땜에 더 힘들어 아니면 내 연락처라도 지워 
내가 너를 따라다닌 게 벌써 몇 년이야 작작 좀 미안하자 
두 달이 못가니 늘 이번엔 진짜라며 그와 결혼한다며 
혼자니 와 달라니 뭣 땜에 혼자 이 새벽에 친굴 부르니 
다시 태어나면 꼭 배울 거야 너를 내 여자로 만드는 법 
그땐 무릎 꿇고 내게 빌겠지 그럼 너도 나만의 3번 타자다 
너 땜에 이러는 거 정말 모르는 거니 그 새벽에 거길 내가 왜 나가 
이젠 미안하단 말 말고 연락처 좀 지워 딴 여자 좀 만나게 (내 신세 내 신세) 
지난 몇 달을 연락도 없다가 내가 잘 있는 게 왜 궁금해 
지금 그 남자랑 또 헤어졌군 나는 너만의 영원한 3번 타자 
힘내라 말하지 마 너 땜에 더 힘들어 아니면 내 연락처라도 지워 
내가 너를 따라다닌 게 벌써 몇 년이야 작작 좀 미안하자 
훗날을 기대할 게 대답도 없는 너를 마냥 챙길 수 없어 
사랑도 아니면서 잘 보면 애인보다 많이 바라고 있어"
755,그대라는 꿈,임창정,"꿈을 꾼 거죠 그 속에 우린
한 연인이 되어 오늘도 함께 있는 꿈을
 
아침이 되면 이 모든 게 다
사라져 버릴 것 같아서 눈을 질끈 감죠 

I miss you 그대 그리워서 갈수록 짙어져 
달아나지도 못할 아픔을 안고 숨도 못 쉬고 이렇게 난 죽어가

알아요 우리가 안 되는 수많은 이유가 있다는 것을
그래서 난매일 꿈꾸죠 삶의 절반만 함께해요

우리 다쳐도 그저 꿈이라고 그렇게 위로하고 잊어요
매일 다시 꿈을 꾸기에
I miss you 그대 그리워서 갈수록 짙어져 
달아나지도 못할 아픔을 안고 숨도 못 쉬고 이렇게 난 죽어가

한번만 뒤돌아 봐주길 꿈속에서처럼 날 바라봐 주길
아직도 난 매일 꿈꾸죠 항상 그대라는 꿈을"
756,내 생에 가장 아름다운,임창정,"봄 꽃들이 흘러내린 
그 거리를 함께했던
따뜻한 향기는 어제만 같은데

어느새 낙엽이 내린 이 거리에 
너와의 추억이 하나 둘 
쌓여만 가는 걸

오후 햇살처럼 포근한 
그 품에 잠들었던
어색하고 낯설었던 그날이
말하지 못했지만 
내 생에 가장 소중한
사랑이었나 봐

그때가 너무 그립다 
그 별거 아닌 한 남자를 말없이 
기다려주던 그때가
오늘도 난 너를 찾아가는 길
아직도 못다한 그 말이 남아서
텅 빈 거리를 이렇게 서성인다

지친 하루의 무게에도
따뜻한 그 손길에 
편안했고 행복하던 그날이 
말하진 못했지만 
내생에 가장 소중한 사랑이였나봐

그때가 너무 그립다 
그 별거 아닌 한 남자를 
말없이 기다려주던 그때가
오늘도 난 너를 찾아가는 길
아직도 못다한 그 말이 남아서
텅 빈 거리를 이렇게 걸어본다.

그날 이후 아직 네게 하지 못한 말
이제야 혼자 너에게 외친다 사랑해

너무 그립다 그 별거 아닌 한 남자를 
말없이 기다려 주던 그때가
오늘도 난 너를 찾아가는 길
아직도 못다한 그 말이 남아서
텅 빈 거리를 이렇게 서성인다"
757,내 사랑 마법자,임창정,"당신이 특별한 걸 알고 있나요 당신이 섹시한 걸 알고 있나요 
나에게 어떤 그딴 말도 안 되는 미라클이 당신입니다 
많은 사람들이 부러워하는 어찌저찌 잘난 맛에 세상 살아요 
허나 그댄 자체가 남다르네요 three two one(셋 둘 하나) 우리 한잔할까요 
Oh baby(그대여) 그대와 단둘이서 (그대와 단둘이서 그대와 단둘단둘) 
오지게 리듬에 흔들흔들 (리듬에 흔들흔들) 당신은 마법자야 
당신이 특별한 걸 알고 있나요 당신이 볼매인 걸 알고 있나요 
나에게 어떤 그딴 말도 안 되는 판타지가 you you(너 너) 윱니다 
많은 사람들이 나를 탐내요 어찌저찌 잘난 맛에 세상 사는 나 
허나 그댄 자체가 남다르네요 three two one(셋 둘 하나) 우리 변신할까요 
Oh baby(그대여) 그대와 단둘이서 (그대와 단둘이서 그대와 단둘단둘) 
오지게 리듬에 흔들흔들 (리듬에 흔들흔들) 그대는 요술사야 
해피한 그 얼굴 참 좋아요 그 안에 마음씬 더 좋겠죠 
가급적 내 쪽에 쫙 달라붙어요 이 심장 느낄 수 있게 
Oh baby 그대와 단둘이서 (그대와 단둘이서 그대와 단둘단둘) 
오지게 리듬에 흔들흔들 (리듬에 흔들흔들) 당신은 마법자야 
Shake it now Shake it now(지금 흔들어 지금 흔들어) 오늘 밤 party(파티) 
Shake it now Shake it now(지금 흔들어 지금 흔들어) 그대는 요술사야 
Shake it now Shake it now(지금 흔들어 지금 흔들어) 오늘 밤 party(파티)
Shake it now Shake it now(지금 흔들어 지금 흔들어) 오늘부터 내 곁에 있자 
Oh baby 그대와 단둘이서 (그대와 단둘이서 그대와 단둘단둘) 
오지게 리듬에 흔들흔들 (리듬에 흔들흔들) 당신은 마법자야 좋아요 오져요"
758,Bye,임창정,"오늘은 이제 멀리 가는 구나
1분 1초가 야속하구나
원래 그런가보다
그 누구가 내 마음 아는가
오늘 두 번 다시 오진 않는가
더 이상 미련은 내겐 없어 
너에 대한 욕심은 끝이 없어
그동안 추억 간직 하겠어 
너에 대한 마음도 간직하겠어

왜 시간은
항상 아쉬울때 끝나는 걸까
오 나만 그런걸까
왜 시간은 
항상 행복할때 끝나는 걸까
나에게만 그런걸까

오늘이 아쉬워 잠 못들고 
한숨만 쉬다 잠이들고
오 미련한 사람아 
내일 아침에도 꼭 해가 뜰거야

오늘은 이제 멀리 가는 구나
1분 1초가 야속하구나 
원래 그런가보다
그 누구가 내 마음 아는가
오늘 두 번 다시 오진 않는가
더 이상 미련은 내겐 없어 
너에 대한 욕심은 끝이 없어
그동안 추억 간직 하겠어 
너에 대한 마음도 간직하겠어

왜 시간은 
항상 아쉬울때 끝나는 걸까
오 나만 그런걸까
왜 시간은 
항상 행복할때 끝나는 걸까
나에게만 그런걸까

오늘이 아쉬워 
잠 못 들고 한숨만 쉬다 잠이 들고
오 미련한 사람아 
내일 아침에도 꼭 해가 뜰거야

이 순간 난 너무 행복해 
내일 또 모래 오늘 같기를 바래
그게 아니라면 내일이 없다면 
난 너무 아쉬워 시간이 미워

오늘이 아쉬워 잠 못 들고
한숨만 쉬다 잠이 들고
오 미련한 사람아 
내일 아침에도 꼭 해가 뜰거야
오늘이 아쉬워 잠 못 들고 
한숨만 쉬다 잠이 들고
오 미련한 사람아 
내일 아침에도 꼭 해가 뜰거야"
759,그때 또 다시,임창정,"네가 없는데도 해는 뜨고 또 지고 
창 넘어 세상은 하나 변한 게 없어 
삼켰었던 내 슬픔이 갑자기 터져왔어 
내가 살고 싶던 삶이란 이게 아닌 걸 

아마도 운명이 나를 잘 몰랐기에 
우리의 인연을 엇갈리게 했나 봐 
이 세상에서 나에게 허락되지 않은 건 
함께 있고 싶은 사람과 함께 있는 것 

하지만 난 사랑했잖아 살아있었던 거야 
네 곁에서 함께 했던 날 동안 
그걸로 됐어 나를 완전히 태울 수 있었던 
축복을 내게 줬으니 
참아 볼게 잊어도 볼게 널 위해서라면 
허나 그래도 안되면 기다릴게 그때 또 다시 

온몸에 품어도 바람은 흘러가고 
밤새워 지켜도 꽃은 시들겠지만 
하늘 아래 네가 있어 오늘도 난 눈부셔 
널 향한 마음엔 시작만 있는 이유로 

하지만 난 사랑했잖아 살아있었던 거야 
네 곁에서 함께 했던 날 동안 
그걸로 됐어 나를 완전히 태울 수 있었던 
축복을 내게 줬으니 
참아 볼게 잊어도 볼게 널 위해서라면 
허나 그래도 안되면 기다릴게 그때 또 다시

나를 떠나도 그걸로 됐어 
나를 완전히 태울 수 있었던 
축복을 내게 줬으니 
참아 볼게 잊어도 볼게 널 위해서라면 
허나 그래도 안되면 기다릴게 그때 또 다시"
760,지나고도 같은 오늘 (또 생각이나서),임창정,"기억은 날까 그때 일들이 
가슴 저미게 그토록 행복했던걸
새로운 하루와 예전의 하루가  
이렇게 서로 바뀌어 가는데 

기억은 날까 우리 사랑이 
누굴 그리며 한곳에 있어봤던걸
기나긴 오늘이 또 지나가는 거
그것만으로도 고마운데 

나를 떠나면서 뒤를 보면 어떡하나요 
냉정하게 모두 잊고 사는데 
그 때 그 모습이 나를 쳐다보던 모습이 
또 생각이 나서 참았었던 한숨이 나와요
 
희미해지는 그 때 일들이
자꾸 말을 해 우리가 이별했단 걸 
원망하니까 이토록 미워하니까
두 번 다신 볼 순 없겠지

나를 보내면서 망설이면 어떡하나요
냉정하게 모두 잊고 사는데 
그 때 그 모습이 나를 쳐다보던 모습이 

또 생각이 나서 참았었던 눈물이 흘러요

언젠가 우리가 마주치게 되면 웃으며 인사할까
혹시나 서로를 알아보지 못하면
그대를 이 세상에서 만나 서로 알아본 것만으로
너무나 감사하며 지나칠게요 

나를 떠나면서 뒤를 보면 어떡하나요
 
나를 보내면서 망설이면 어떡하나요
냉정하게 모두 잊고 사는데 
그 때 그 모습이 나를 쳐다보던 모습이 
또 생각이 나서 참았었던 눈물이 흐르네요  "
761,문을 여시오 (New Ver.) (Feat. 김창렬),임창정,"오늘도 자꾸 이렇게 하루 하루가 흘러만 가는데
아직도 혼자 방에 앉아서 무슨 고민에 빠져 있나요

여보세요 문을 여시오 
여보세요 문을 여시오 문을 여시오 

(여보세요) 오늘 하루를 그냥 보내는 군
(문을 여시오) 오늘 하루를 마냥 앉아 있나요
(여보세요) 이 늦은 발걸음을 어서 떼세요
(문을 여시오) 어둠이 꽉 닫힌 문을 여시오

아침이 밝았는데 태양이 떠오르는데 
마음의 문을 닫고 밖으로 나오지 않고 왜
넌 왜 도대체 왜 오 왜 

여보세요 문을 여시오 
여보세요 문을 여시오 문을 여시오

어제도 똑같은 하루 시간은 점점 지나가는데
아무도 몰래 눈물 닦으며 아무일 없는 듯 앉아 있나요

여보세요 문을 여시오
여보세요 문을 여시오 문을 여시오

(여보세요) 오늘 하루를 그냥 보내는 군
(문을 여시오) 오늘 하루를 마냥 앉아 있나요
(여보세요) 이 늦은 발걸음을 어서 떼세요
(문을 여시오) 어둠이 꽉 닫힌 문을 여시오

일은 하지도 않고 밥이 또 넘어가냐
아직도 엄마에게 용돈을 부탁하느냐
오 왜 도대체 왜 오 왜 

(닫혀있던) (문을 열어) 문을 여시오
(문을 열어) (네 마음의) (문을 열어) 
문을 여시오 문을 여시오

얼쑤 (좋다) 얼쑤 얼쑤 문을 여시오 

이제부터 하나하나 문을 여시오 
오늘부터 하나하나 보여 주시오
오늘보다 많이많이 웃어 보시오
오늘부터 닫혀있는 문을 여시오"
762,이미 나에게로 (Remix),임창정,"이꿈이 깨어나면 
멎어버린 순간에 난 깨달아 
널 생각하면 어쩜 난 너의 
힘겨움을 함께 짊어지고 갈 수 있어 
한말이 너무나 많기도 하고 
목소리도 그리워 전화를 했어 
씁쓸한 너의 목소리가 난 느껴져 
그대 미안함에 잠시 당황도 했어 
난 너무 힘들어서 
난 그런 이유로 만나기 미안해 
널 앞에 두고서 너만을 생각하려 했는데
문득 어떤 고민에 
널 앞에 두고 뭐가 그리 힘들어 
넌 미래에 완성속에 있는 너인데 
이미 나에게로 하여 집착하게 만든 넌 
(많이도 흘러갔어 시간은 우릴 갈라 
방황에 나 지쳐 쓰러져 
너의 손길을 기다려도 
아무 소식 없길래 
나 다른사람에게서 
너를 집착하게 했던 
널 찾고 싶고 너무 보고 싶어서 
아주 많이 난 고생했어) 
이미 나에게로 하여 
집착하게 만든 넌 
(이유도 모르고 너로 부터 
버림 받은 그 날 이후 
많은 일들이 흘러갔어 
시간들은 우릴 갈라 
우린 나름대로 그깟 삶을 
둘이 아니면 
아무 의미 없어요 아니 
나만 그런 거겠지만 
너무나도 나는 가슴이 아파) 

난 너무 힘들어서 난 
그런 이유로 만나기 미안해 
널앞에 두고서 너만을 
생각하려 했는데 
문득 어떤 고민에 
널앞에 두고 뭐가 그리 힘들어 
넌 미래에 완성속에 있는 너인데 
이미 나에게로 하여 
집착하게 만든넌 
(많이도 흘러갔어 
시간은 우릴 갈라 
방황에 나 지쳐쓰러져
너의 손길을 기다려도 
아무소식 없길래 
나 다른사람에게서 
너를 집착하게 했던 
널 찾고 싶고 너무 보고 싶어서 
아주 많이 난 고생했어) 
이미 나에게로 하여 
집착하게 만든 넌 
(이유도 모르고 너로 부터 
버림 받은 그 날 이후 
많은 일들이 흘러갔어 
시간들은 우릴 갈라
우린 나름대로 그깟 삶을
둘이 아니면 
아무 의미 없어요 
아니 나만 그런 거겠지만 
너무나도 나는 가슴이 아파) 
이미 나에게 로하여 집착하게 만든 넌 
방황에 지쳐 쓰러져 버린 내가 
다시 일어서는 모습 
생각하며 날 찾을수 있니 
이미 나에게로 하여 
집착하게 만든 넌 
실패에 주저않은 처참한 날 본후 
다시 용기 얻는 모습 생각하며 
날 사랑해 줄 수 있겠니"
763,화해,임창정,"아직도 나를 기억하나요
많은 시간을 흘려 보냈죠 
내 옷깃을 여며주던 
그대 앞모습이 아직도 내겐 
어제와 같은데  

아직도 가끔 생각나나요
원망하고 또 오해하고 
찾아 헤매 사랑하고
참 오랜 세월이 미워 
미뤄왔던 우리를 화해하게 했죠 

떠나간 그대 모습 없지만 
나 언제나 또 바라죠
그대가 참 행복하길 
가끔은 날 생각하길 

떠나온 시절 우리 겪었던
어리석었던 얘기도 
천천히 잊혀져 가게
모두 버리지 말고 
가끔 꺼내봐요

아직도 가끔 생각나나요
원망하고 또 오해하고 
찾아 헤매 사랑하고

이 오랜 세월이 그토록 미워했던 
우리를 불러다 화해하게 했죠 

떠나온 그 시절 그린다음
이 커져버린 후회가
그때는 잘 몰랐기에
이토록 가슴 아파요

떠나온 시절 우리 겪었던
어리석었던 얘기도
천천히 잊혀져 가게
모두 버리지 말고 가끔 꺼내봐요

이 아물어버린 상처도
어느 날 문득 언젠가 문득
저려 오는 것

떠나간 그대 모습 없지만 
나 언제나 또 바라죠
그대가 참 행복하길 
가끔은 날 생각하길 

떠나온 시절 우리 겪었던
어리석었던 얘기도 
천천히 잊혀져 가게
모두 버리지 말고 가끔 꺼내봐요"
764,그마저 내려놓는,임창정,"우리 허락된 시간이 닿으면
인연이 다하고 
더는 볼 수가 혹시 보인대도 
이제 남인걸 
뻔한 그 사람 
그저 지나쳐가겠죠 
내 옛사람 
이별이 싫어서 
내 곁을 지킨 건가요
사랑이 떠나서 이별에게 
모든걸 말해준 거죠
세상에서 둘만 아는 그 얘기 
이제 멈춰지네요 
마지막 그 숨을 몰아 내쉬면서
죽어만 가는 이사랑
그 차가워진 마음
그마저 내려놓는 그대 
뻔한 그 사람 
그저 지나쳐가고도
난 괜찮을까
혼자가 싫어서 
내 곁을 지킨 건가요
사랑이 떠나서 이별에게 
모든걸 말해준 거죠
세상에서 둘만 아는 그 얘기
이젠 멈춰지네요
마지막 그 숨을 몰아 내쉬면서 
죽어만 가는 이 사랑 
그 차가워진 맘
그마저 내려놓는 그대
사랑이 있어 이별이 있기에 
너무 오래 머무르진 않을게요 
세상 둘만 아는 지독한 사랑얘기
이젠 멈춰지네요
마지막 그 숨을 몰아 내쉬면서 
죽어만 가는 이사랑 
그 차가워진 맘
그마저 내려놓는 그대
나를 원망하던 그 이름마저
그마저 내려놓는 그대"
