title,singer,lyrics
나의 성공담,DJ DOC,"널 알기전에는 가망 없던 나였었지
그런 내가 변할수 있었던건 
나의 사랑이 시작되던 그날부터
너에게 날 보여주고 싶었을뿐
내 얼굴은 진짜 큰바위얼굴 
난 언제나 항상 외톨이였지
그러던 어느날 우리집 앞에서 
상큼하게 웃는 너를 보았어
와하하하 이쁘다 이뻐 정말 이뻐 
와하하하 무지하게 이쁘다 
무지하게 이뻐
언제나 사랑이란 모든것을 
가능하게 하는거야
만일 니가 없었다면 
난 아직 예전 그대로 겠지
너는 내게 행운만을 가져다준 천사 같아
나의 기쁨을 너에게 돌리고 싶어 
이제는 자신이 생긴거야 나의 모습에 
난 알아 니가 바로 그 이유라는걸
내가 달려갈 준비가 되어있어
이젠 너에게 보답할 차례니까

널 알고 부터는 모든것이 달라졌지 
이젠 나도 인정받기 시작한 걸
나의 어둡던 시간들은 끝난거야 
너에게 내 모든것을 보여줄께
하늘이 하늘이를 버리지 않았어 
쥐구멍에도 드디어 해가 뜬거야
더이상 나는 어제 내가 아냐
나 지금 너에게로 달려가고 있어 
랄라 랄라라 넌 이제 내꺼야 
언제나 사랑이란 모든것을 
가능하게 하는거야
만일 니가 없었다면 난 아직 
예전 그대로 겠지
너는 내게 행운만을 가져다준 천사 같아
나의 기쁨을 너에게 돌리고 싶어 
이제는 자신이 생긴거야 나의 모습에 
난 알아 니가 바로 그 이유라는걸
내가 달려갈 준비가 되어있어
이젠 너에게 보답할 차례니까
이제는 자신이 생긴거야 나의 모습에 
난 알아 니가 바로 그 이유라는걸
내가 달려갈 준비가 되어있어
이젠 너에게 보답할 차례니까"
뱃놀이,DJ DOC,"상감마마 하해와 같은 뜻에도 불구하고 
좌의정 우의정 대감 탐관오리들에 폭정이 싫어 
이 몸 한양을 떠나련다 (어기여차 디여차) 
세상을 벗어나 바다가 있는 곳으로 떠나련다 
엽전 열닷냥에 패키지로 떠나 보자꾸나 
고쟁이에 고무줄 확실하게 동여매고 
어기여차 디여차 (어기여차 디여차) 
짜증나는 세상을 떠나 뱃놀이 가자꾸나 

타오르는 태양아래 바다로 가자 
하얀구름 떠다니는 바다로 가자 
사랑실어 꿈을실어 바다로 가자 뱃놀이 가자 

어기여디여차 어기여디여 어기여차 
뱃놀이 가잔다 뱃놀이 가잔다 

충신 옆에 간신 들에 아첨이 하늘을 찌르고 
나라가 기우니 백성이 가엾고 불쌍하여라 
어쩌다가 이 세상 천지가 이모양 됐소 
하늘이 울고 땅이우니 아~~ 슬프다 
풍년이 돼면 뭐하오 굶주리는 백성들에
한 숨소리가 들리는가 통곡 소리가 들리는가 
이꼴 저꼴 안 보이는 바다로 난 떠나련다 어기여차 디여차 

짜증나는 이 도시를 떠나 버리자 
이꼴저꼴 보지말고 떠나 버리자 
이런저런 고민거리 모두 버리고 뱃놀이 가자 
타오르는 태양아래 바다로 가자 
하얀구름 떠 다니는 바다로 가자 
사랑실어 꿈을 실어 바다로 가자 뱃놀이 가자 

어기여디여차 어기여디여 어기여차 
뱃놀이 가잔다 뱃놀이 가잔다"
해변으로 가요,DJ DOC,"해변으로 가요 - Various Artists
별이 쏟아지는 해변으로 가요 해변으로 가요
젊음이 넘치는 해변으로 가요 해변으로 가요
달콤한 사랑을 속삭여 줘요
연인들의 해변으로 가요 해변으로 가요
사랑한다는 말은 안 해도 말은 안 해도
나는 나는 행복에 묻힐 거예요"
삐걱삐걱,DJ DOC,"매일 밤 9시가 되면 난 뉴스를 봐요 코미디도 아닌것이 정말 웃겨요
정치하는 아저씨들 맨날 싸워요 한명두명 싸우다가 결국 개판이 돼요
내 강아지에 이름은 망치예요 그럴땐 망치얼굴 쳐다보기 민망해져요
누가 잘 하는건지 난 모르겠어요 내눈에는 모두다 똑같에 보여요
그렇게 싸우고 또 화해를 해요 완전히 우리를 가지고 놀아요
또 지키지도 못할 약속 정말 잘해요 시간이 지나고 보면 말 뿐이였죠
이젠 바뀌어야해 우리가 바뀌어야해요
누가 바꿔줘요 하며 기다리면 안돼요
힘없는 사람은 맨날 당하고만 살아요 그렇게 삐걱대며 세상은 돌아가요
(bridge)
삐걱삐걱 돌아가는 세상(어지러운 세상)
삐걱삐걱 돌아가는 세상(거지같은 세상)
삐걱삐걱 돌아가는 세상은 힘없는 사람을 돌봐주지 않아
삐걱삐걱 돌아가는 세상 세상

있는놈은 항상 있지 없는 놈은 항상 없지
어떻게 바꿔볼수가 없지 도저히 우리 힘으론 안돼지
돈 없으면 살기힘든 세상이예요 빽 없어도 살기힘든 세상이예요
착하게만 살기도 힘든 세상이예요 착하게 살긴 아픔이 너무 많아요

내가 잘못 알았나요 그렇다면 정말 미안해요
하지만 잘못된게 너무 많아요 그걸 보고 있는 내 가슴은 찢어져요
우리나라 민주국가 맞나요 만약 이런말도 못한다면 아무말도 못한다면
그런나라 민주국가 아녜요 난 콩사탕이 싫어요

(bridge)

몇 십억이 애들껌값 인가요 그중에 백만원만 우리줄 생각 없나요
돈 없는 우리이게 뭔가요 대리만족 이라도 하란 건가요
우리생각 한번이라도 해봤나요 해봤다는게 요모양 요꼴 인가요
아저씨들 등따시고 배부르죠 아저씨들 우리나라 사람 맞나요

(bridge)"
무아지경,DJ DOC,"지금에 와서 안된다고 하지 마라.
아직은 이르단말 내게 하지 마라.
조금만 더 기다려 달란 말 하지 마라.
너 내게 아무말도 하지마!
나와 그녀와의 멋진 밤을 위하여
몇일을 준비했지 지금 이 시간을 위해.
어렵게 복잡하게 생각하지마.
난 준비가 됐어 한참을 기다려 왔어.
오늘 널 갖고야 말겠어.
내숭 떨지 말아죠. (닭살닭살)부끄러워말아.
우린 서로 원하고 있어. 우린 서로 사랑하잖아.
내 손을 잡아 눈을 감아. 날 믿어봐.
꿈같은 이 시간을 즐겨봐.
어렵게 생각하지마. 복잡하게 생각하지마.
용기를 내봐 니 앞에 있는 날 믿어봐.
살며시 감은 너의 두 눈 촉촉히 젖은 너의 입술.
우리 둘만의 숨소리가 이 공간 속에.
시간 속에 울려퍼지고 우린 서로 사랑을 느끼면서
무아지경에 빠져 들고 있었지.
바로 이거야!
(예, 하하, 넌 이제 내꺼야)
밤이 깊어 갈수록 너에게 빠져 들어만 갔지.
알 수 없는 느낌속으로.
너도 나를 원했던 거야. 이 시간을 기다린거야.
혼자란 것이 싫어(싫어 싫어) 우리 더욱 간절했겠지.
외로움을 달래기 위해 우리의 사랑을 위해서
이 한밤을 불태울꺼야.
살며시 감은 너의 두 눈 촉촉히 젖은 너의 입술.
우리 둘만의 숨소리가 이 공간속에.
시간 속에 울려퍼지고 우린 서로 사랑을 느끼면서
무아지경에 빠져 들고 있었지.
바로 이거야!
빠라빠 빠라 빱빠라빠 빠라
빠라빠 빠라 빱빠라빠 빠라
빠라빠 빠라 빱빠라빠 빠라
야야야야 야! 야!"
"Alive (Feat. 45RPM , 뿜빠이)",DJ DOC,"My My My life You You Your Life Re Re Real Life WeWeWeAlive

웃음을 머금고 울음을 머금고 살아온 지난 나날들에 회고 이제와서 후회한들 어쩌리오
그건 나에 전에 업보 아니겠소 나는 한 마리 갈매기 정처없이 함껏 내 질르는 날개짓
아직도 찾지 못한 정착지 어떻게 보면 눈감는 날까지

zolla
야! 재진아 나를 좀 봐봐 지금 우리가 제대로 된 길을 가고 있나 봐봐
재진아! 넌, 인생이 뭐라 생각해(예? 아 잘 모르겠는데요) 어 그래? 나는 그냥
우리 인생을 바로 콩자반이라 생각한다 나는 그 인생을 3가지로 나눌수 있다. 봐봐 콩.자.반
콩. 콩심은데 콩나고 팥심은데 팥나는 우리네 인생
자. 자기가 뿌린데로 거둔다는 말이야. 바른말이지. 모두 옳은 말이지
반. 반찬없는 밥은 맛이 없듯이 노력없는 성공은 그 빛이 바래지 않을까? 하는 나
졸라 짧은 생각이었음

My My My life You You Your Life Re Re Real Life WeWeWeAlive

먹고 먹히고 밟고 일어서 그렇게 살아가는 약육강식에 이런 형식에
세상에 힘없고 빽없는 내가 사는 사고 방식 공식은 단순무식
오직 나, 깡하나만으로 나 살아 왔지만 이제 지쳐 쓰러지기직전 모든게
무의미 희미, 희미, 희미 사는게 힘들어 지기지기 시작했지

나 지금 어디로 가는 걸까 나는 왜? 사는걸까 나는 누구인가?

세상이라 불리는 공간 하나에 촛불에 불과한 그 촛불이 꺼지는 순간
그 존재는 한순간에 사라져 버리는가

난 어중간하게 살기보단 용에 꼬리보단 뱀에 머리 굵고 짧게 보단 굵고 길게 구두쇠보단 변강쇠

옛날에 내가 아닌 세상에 길들여진 순수함을 잃어가는 내 자신이 싫어 (이곡에)
내 인생을 실어 거짓된 얘긴 싫어 살아온 내 삶을 모두 말하긴 길어 짧게 말해
내인생은 투쟁경쟁 진정한 나를 찾아가는 수행보다 나 행복한 삶을 살기위한
나에 나만에 나만을 위한 행복을 찾는 고행

My My My life You You Your Life Re Re Real Life WeWeWeAlive
My My My life You You Your Life Re Re Real Life WeWeWeAlive

아직은 이렇다고 말할수 없을 정도로 짧은 20년에 나에 인생
허나 고생이란 말을 모를 정도로 내 인생 알지? You know what I'm saying?

하늘 우러러 한점 부끄럼없이 살아왔다고 라고 말할순 없어도
그래도 나 나름대로 열심히 심히 살아왔소!

한 번뿐인 인생 이미 이를 악물어 뒤쳐져 밀리지 않을 준비가 되있는걸
악조건 속에서도 살아남는 only one 그 하나가 되기 위해 뛰고 또 뛰어 run

부실공사 불보듯 뻔한 결과 노력없는 성과 너무 뻔뻔한 결과
어부지리 어리버리 또 이러 나리 난리 EVERYBODY 정신차려 OK바리

공든탑이 불타 재로 변하고 다된밥에 재를 빠뜨려 인생에 ERROR 우린 원래 GHETTO 때문에
그런 것 쯤은 이겨 낼수 있어 너희들이 눈길조차 주지않는 바닥에서부터 박박기며 우리 시작
너희들에 문제가 우리에겐 주제가 될수 있기에 우리 Rap이 있기에

My My My life You You Your Life Re Re Real Life WeWeWeAlive
(인생은 하루살이 되돌릴수 없으리 후회하지 않으리 이름길이 남기리 이름길이 남기리)
My My My life You You Your Life Re Re Real Life WeWeWeAlive
(인생은 하루살이 되돌릴수 없으리 후회하지 않으리 이름길이 남기리 이름길이 남기리)
My My My life You You Your Life Re Re Real Life WeWeWeAlive
(인생은 하루살이 되돌릴수 없으리 후회하지 않으리 이름길이 남기리 이름길이 남기리)
My My My life You You Your Life Re Re Real Life WeWeWeAlive
(인생은 하루살이 되돌릴수 없으리 후회하지 않으리 이름길이 남기리 이름길이 남기리)"
그녀의 속눈썹은 길다 (Remember),DJ DOC,"눈감은 그녀의 옆모습 난 그걸 보는 게 좋았다 
길게 내뿜는 담배 연기를 바라보던 반쯤 감긴 눈이 좋았다 
그 따뜻한 눈빛이 좋아서 난 자꾸 눈을 감고 싶어 했다
찬란한 희망도 이렇다 할 재주도 없던 내게 
유일한 구원은 그녀와의 시간뿐 
그렇게 사랑이 깊어 갈수록 난 괴로워져 같다 

군대 안정된 직장 

무턱대고 너 기다리게 한다는 건 사랑이란 이름에 횡포였어 
만약 너의 행복을 보장해줄 사랑이 있다면 널 보내야 한다고 
내 자신을 설득 시켰어 그게 내 사랑의 마지막 배려라고 생각했어

어느덧 너는 지쳐 갔었지 아무런 약속 못하던 내게 
그때 넌 눈물을 흘렸던가 나를 떠나면서 

그때 널 잡을 수 없었던 건 내 자신이 미워서 
비겁한 내 자신이 나도 싫었기에 

그 후론 다신 그녀를 볼 수 없었다
친구들의 얘기로는 모든 조건이 아주 좋은 그런 남자와
선을 보곤 곧 결혼을 했다고 한다 
그리곤 몹시 서둘러 어느 먼 나라로 떠났다고 한다 
다시는 돌아오지 않겠다는 말을 남긴 채 
나에게서 멀리 아주 멀리 

그 모든 게 아름다웠다고 말하기엔 못내 가슴 아픈 기억들 
그녀를 위해 난 몇 곡의 노래를 만들었었던가 
죽고 싶도록 보고 싶어 했었던가 
난 지금도 그녀를 생각하며 울음대신 핏빛 노랠 토해내고 있는데 

가끔은 마음이 흔들렸지 속눈썹이 긴 여자를 보면 
하지만 내가 사랑했던 건 그 속의 너의 모습 

내가 널 잊어주길 바라니 그렇다면 미안해 
내 모든 노래 속엔 니가 있으니까 

아직도 나를 용서 못하니 너를 버렸다고 생각하니 
끝까지 그렇게 안다면 난 너무 가슴 아파 

그래도 너무 미워하지 마 나도 대가를 치러 
너 이후론 그 누구도 사랑할 수 없으니"
Street Life (Feat. Big Mama & Ill Skillz),DJ DOC,"아무도 물을 주지 않아도, 봐주지 않아도 해가 뜨지 않는 어두운 골목에서도 외로워도, 슬퍼도, 힘이 들어도 그 누가 날 뭐라 하더라도 난 뿌리깊은 잡초, 기나긴 시간을 비바람과 싸워 이긴 야생초 그렇게 살아왔기에 이겨낼수 있다네 이게 바로 내 인생이기에 길거리의 많고 많은 건물들 중에 그안에 내꺼라곤 하나도 없다네 턴테이블 하나. Mic하나 그리고 Buda~!! 지금 내가 가진건 이것뿐이지만, 시간은 많아 내겐 아직 이루지 못한꿈이 남아있어. 저기 하늘위 눈부신 태양처럼 내미래는 밝아.

Oh Baby~
STREET LIFE I know this is just my way
STREET LIFE feel like I cannot go on
STREET LIFE yes~ I can make my own way
STREET LIFE I won't cry I will rock on

오늘도 이 거리를 느끼며, 펜은 종이 위를 스치며 내 가슴에 불을 지피며, 비트에 발걸음 옮기며 시작된 음악에 거리가 춤추네, 내 표현 하나에 가로수는 열광해 모두 한번 더 라고 외치네 나를 거리에서 볼수 없는건 내가 세상에 존재하지 않는것 Yo, 음악이 내길이요, 거리에서 얻은 진리요 Yo, S.T.R.E.E.T 는 곧내 L.I.F.E 거리에서 핀꽃, DOC가 내뿜는 M.U.S.I.C

이리 치이고, 저리 치이고, 비록 이 세상이 날 힘들게 하더라도 Money Zero 라도 빈티는 No! Street life It's the only life, I know 모스키토 같은 그전 매니져 여기 가슴이 아닌 잔머리로 일생을 살아가시는, 이런 계산기 같은 불쌍, 한심한 인간들이여 넌 사업가가 아닌 사기꾼 음악을 돈으로 생각하는 장사꾼 당신들에게 하고 싶은 한마디. 나이값좀 하시지, 나 비록 Getto라도 당신들같이 살긴 싫어 언제나 초심으로 1년이 가고 10년이 가도 난 항상 이자리에..

오늘도 종이와 펜을 들고서 거리로 나서는 나의 발걸음은 내가 내가 살아가는 이유, 내가 살아남은 이유 모두가 내 겉모습을봐 그보다, 들어봐. 내 Rhyme 과 탁탁 찍어가는 내 Flow 속의 Soul을 한번 느껴봐 S.T.R.E.E.T 는 곧 내 L.I.F.E 일년이 가고, 십년이 가도 난항상 이거리에..."
,,
슈퍼맨의 비애,DJ DOC,"어젯밤 우리 아빠 엄마 부부싸움에 잠을 잘 수가 없네 
요리 조리 따지시는 우리 엄마 아빠에게 뭐라고 
쉴 세 없이 따다다다 
yo! 변명도 제대로 못한 우리아빠 
무슨 잘못한신게 아닐까 걱정이네 
무서운 우리엄마 뭐가 불만이실까 
엄마가 필요한건 혹시 슈퍼맨 
선물을 준 숫자만큼 날 사랑할까 아닐꺼야 
난 너에게 지쳐가고 있어 
처음 만나 운전면허 없다고 
넌 나를 너무너무 구박했지 헤이요 
노래방에 같이 가선 음치라고 
비웃던 니가 나는 무지하게 미웠어 
변명도 제대로 못한 우리아빠 
무슨 잘못하신게 아닐까 걱정이네 
무서운 우리엄마 뭐가 불만이실까 
엄마가 필요한건 혹시 슈퍼맨 
선물을 준 숫자만큼 날 사랑할까 아닐꺼야 
난 너에게 지쳐가고 있어 
선물을 준 숫자만큼 날 사랑할까 아닐꺼야 
난 너에게 지쳐가고 있어 
넌 나에게 바라는게 왜 그리 많아 
무엇을 더 해야 하지 지쳐가고 있어"
비.애(愛) (Acoustic),DJ DOC,"어제 널 닮은 여자애를 봤어 물론 너가 아닌줄 알았으면서도 왜
자꾸보게 돼는건지 왜 또 너 생각이 나는 건지
가끔은 너 생각이 너무 많이 나서
외로워 참 괴로괴로웠나
아프고 힘들 때그리고 외롭다고 느낄 때
오늘처럼 비라도 오는 밤이면 우리같이 듣던 CD-VIDEO
니가 좋아했던 모든 것들이 널 생각나게해 날 힘들게 해
우리 다시 옛날로 돌아갈수 없나 이제와 나 후회해봐
오늘밤도 잠못드네 뒤척이네 널 그리워 하네


비가와 잠도 안와 이럴 때 정말 너 생각이 나
그러다 복받쳐올라 자꾸 눈물이 나와
비가와 잠도 안와 이럴 때 정말 너 생각이 나
그러다 복받쳐올라 자꾸 눈물이 나와

오늘 우연히 너 얘길 들었어 너 다른 사람 만난다며
그래야겠지 어쩔수 없지 라고 생각하면서 술한잔 했지
널 지우려 애써 보지만 여전히 난 너에 대한 그리움만
널 잊어야 한다는 부담 오늘도 잠못드는 이 밤
변해가는 세상 변해가는 사람들 그속에 우리들
우리들이 정말 사랑했었나 왜, 우린 헤어졌나
그렇게 되버린 우리 사연 그렇게 끊어진 우리 인연
생각해 봤자 후회해 봤자 잊자 모두 잊자 지워버리자


비가와 잠도 안와 이럴 때 정말 너 생각이 나
그러다 복받쳐올라 자꾸 눈물이 나와 비가와 잠도 안와
이럴 때 정말 너 생각이 나 그러다 볻받쳐올라 자꾸 눈물이 나와

이렇게 힘들줄은 몰랐어 널 그렇게 보내는게 아니었어
힘들어 많이 힘들어 너도 힘들어 할걸 생각하니 많이 맘이 아퍼
니가 정말 보고 싶어 널 안고 싶어 하지만 이젠 그럴순 없어
이런 내 현실에 비참해 너무나 외롭고 쓸쓸해

비가와 잠도안와 이럴 때 정말 너 생각이 나
그러다 복받쳐올라 자꾸 눈물이 나
비가와 잠도 안와 이럴 때 정말 너 생각이 나 그러다 복받쳐올라 자꾸 눈물이 나
비가와 잠도 안와 이럴 때 정말 너 생각이 나 그러다 복받쳐올라 자꾸 눈물이 나
비가와 잠도 안와 이럴 때 정말 너 생각이 나 그러다 복받쳐올라 자꾸 눈물이 나와"
여름 이야기,DJ DOC,"여름 이야기 - DJ DOC
지나간 여름 HA! 바닷가에서 만났던 그녀
허리까지 내려오는 까만 생머리
이것저것 잴것없이 난 그냥 폭 빠져버렸어
A ye~ A ye~ 난 사랑에 폭 빠져버렸어
지나간 그 여름 바닷가에서
꿈처럼 눈부신 그녈 만났지
믿을수가 없어 아름다운 그녀
내겐 너무 행운이었어
별이 쏟아지던 하얀모래 위에
우린 너무 행복했었지
가을 겨울 가도 그댈 볼 수 없어
어디 있는거야 제발 돌아와줘
그녀 없는 여름 다시 찾아오면
나는 어떻게 해
우리들은 바닷가에서 만나고 또 아쉬운 작별을 했어
서울로 돌아오는 그 시간이 몇 년처럼 더디기만 했어
그런데 돌아온 서울에서 널 찾을 수가 없었어
정신나간 사람처럼 가을 겨울
너를 찾아 하루 종일 해매고 다녔었지
여름이 또 오면 어떻하라고
나 혼자 남기고 어디간거야
믿을수가 없어 어디있는 거야
아직 너를 기다리잖아
하얀 파도처럼 영원토록 나를
사랑한다 속삭였잖아
간주중
친구들 날 달래준다고 그 바닷가로 다시 오게 됐어
청정날벼락 그녀가 내 앞에 나타난 거야
내가 사준 썬그라스 목걸이 그대로인데
단지 틀려진 건 내 친구와 함께 라는 것
하늘 무너지는 소리 듣고 있어
내가 기다려온 그댈 만난거야
우린 헤어졌던 그 때 그 바닷가 다시 널 본거야
친구와 함께한 그녀 앞에서
그 어떤 얘기도 할 수 없었어
믿을수가 없어 어쩔수가 없어
이런 만남 이건 아니야
누가 얘길 해줘
그녀 아닌 나를 사랑하며 찾고 있다고
주책없는 내 친구 그녀가 그녈 인줄 모르고
내 지난 여름 얘길 마구마구 해버린거야
고개숙인 그녀가 펑펑 울었고
나도 울고 하늘도 울고 아~ 슬프다
라라라라라라라~ 라라라라라라라~
라라라라라라라라"
모르겠어?,DJ DOC,"모르겠어 모르겠어 난 정말 모르겠어 뭐가뭔지 모르겠어 짜증나 미치겠어 

왜 방송에 나오는 가수나 연애인 들은 모두 착한척 내숭을 떠시는지

왜 슬픈 노래 가사엔 다들 사랑 

하는 사람이 하늘로 가시는지 왜 그렇게 들 유치한 건지 

그렇게 슬픈노래로 누굴 울리려는지 왜 듣기싫은 라이브는 자꾸하는지 노래도 

안돼면서 왜 가수 하는지 욕으로 시작해 욕으로 끝나는영화도 많은데 

노래엔 욕하면 왜 안되는지 왜 판매중지 까지 돼야하는지 

왜 학교에선 힙합 바지를 못입게 하는지 왜 다들하고 다니는 귀걸이를 

가수들이 하면 방송정지 까지 당해야 되는지 이 그깟 힙합옷과 

귀걸이가 애들에가 악영향을 끼친다는 건지 난 모르겠어 

(BRIDGE)

요즘에 나오는( ) 는 왜 노래보단 춤에 신경을 더 많이 쓰시는지 

혹시 댄서가 아니신지 난 참 어이가 없어 어어 또 자기들이 

랩을 못하면 못한다 말하지 왜 랩가사는 알아듣기 힘드네 

어쩌네 하면서 왜 다른 랩퍼들을 모욕하시는지 한 대 맞고 싶어 그러시는지 

노래도못하지 랩도 못하지 약장수 개장수 목소리로 노래 못하는걸 

카바하려 해보지만 우린 알고있지 너네 정말 노래 못하지 이이 

운동 조금했다고걸핏하면 옷장까고 다리도 짧으면서 

왜 핫반바지를 입고나와 왜 우릴 민망하게 만드는지 난 정말 모르겠어

(BRIDGE)

why( )아줌마들은 툭하면 방송국에 전화해 콩나라 팥나라 하는지

아줌마들 왜들 그러시는지이 난 정말 모르겠어 어어 돌아오는 

대선 누굴 찍어야 할지 누가누가 누가 잘할지 이 누가 늑대인지 

누가 양인지 일단은 격어봐야 안다니깐요 모두다 자기를 믿어달란 말하지 

모두다 자기를 찍어달라 말하지 누가 늑대인지 누가 양인지 며느리도 몰라 아무도몰라"
Boogi Night (Feat. 뿜빠이),DJ DOC,"Yes yes yo To the Beat yo Put your hands 
in the air yo let's do it let's do it let's 
do it do it do it Yes yes yo To the Beat 
yo Put your hands in the air yo let's do it 
let's do it let's do it do it do it 

월화수목금토일 중에 내가 제일 좋아하는 
Friday 이밤이 다가기전에 우리 매우 놀아보세 

노세노세 젊어서 놀아보세 어차피 늙으면 
못논다는데 시간을 아껴 인생은 짧어 공수레 공수거 

test test Yo! Mic Check 
1.2 약간은 짧은 나에 말투 못나가는 녀석들에 질투 
(I don't care) 

난 언제나 고군분투 모두 손들어 이렇게 
흔들어 신나면 소리 질러봐 Say Ho! Say 
울랄라 울랄라 자 놀아봐 놀아봐 와와와 
자 놀아봐 놀아봐 와와와 

여기도 저기도 마치 미로 같은 삶속에 
피곤함에 지친 그대들 뒤로 아쉬운 나날 
하나 둘씩 지나가 지루했던 시간들만 
떠올라 tonight, tonight 

일상에 일들은 모두제껴 흘러나오는 
음악소리에 널 맡겨 여기온 우릴위해 Party'song 
이제 우리 우리들에 밤 Boggie Boggie Night 

Wippi Yo Wippi Yeah! 그래거기 Everyday 
반복된 일상에 축처진 그대 그대에게 
살짝 알려줄게 지금이 바로 흔들어야 할 때 

1.2.3 Here comes the D.J D.O.C Funky Party 
모든게 날아가는 이순간이 이 세상 살아가는 
삶에 의미 

오늘밤 Friday night it's the night 
come on and boogi night 
이리와 느껴봐 이 리듬에 
너를 맡겨봐 show me tonight gonna get 
somebody at the boogi tonight 

Yes yes yo To the Beat yo 
Put your hands in the air yo 
let's do it let's do it 
let's do it do it do it 
Yes yes yo To the Beat yo 
Put your hands in the air yo 
let's do it let's do it let's 
do it do it do it 

(끝난줄 알았지) 이세상이 그대를 
속일지라도 내일 이지구가 망한다해도 
그래도 그래도 모든 것을 잊고 
그대 춤을 춰요 우리와 함께 
D.O.C와 춤을춰요 D.J 할아버지 할머니도 춤을춰요 
운전할 때 짜증나도 그래도 그래도 
모든 것을 잊고 그대 춤을춰요 우리와 함께 

올라와 여기 사막에 오아시스 같은 
무대위에 너와 나와 함께하리 다가와 
두 번다시 돌아와 주지 않는밤 오늘밤 
기다려온 시간 오늘이 시간이 가기전에 
모든게 끝나기 전까지는 늦추지마 
그렇게 Pass me the mic 주저마라 is the night 
모두함께 night is the Boggie woggie Night 

오늘밤 Friday night it's the 
night come on and boogi night 
let's do it let's do it let's do 
it do it do it 
이리와 느껴봐 이 rhythm에 너를 맡겨봐 

힘들어도 그래도 모든 것을 잊고 
그대 춤을 춰요 우리와 함께 
오늘밤 Friday night it's the 
night come on and boogi night 
let's do it let's do it let's do it do it do it 
이리와 느껴봐 이 rhythm에 너를 맡겨봐 
힘들어도 그래도 모든 것을 잊고 
그대 춤을 춰요 우리와 함께 
이리와 느껴봐 이 rhythm에 너를 맡겨봐"
,,
오빠 그런 사람 아니다,DJ DOC,"오빠 그런 사람 아니야

한잔만 더 하고 가자 데려다 줄께 집에다 늦는다 해
좀 더 같이 있고 싶은 내 맘이 늑대 같더냐
막차 시간도 아직 남는데 서두르지마

나도 어디 내놓으면 먹어주는 사람이다
술이 싫으면 넌 마시지마 나만 마실께

나도 여자에게 이런 말은 처음 해본다
구질구질하게 보지마라 좋아서 그래

한잔만 더 하고 가자 데려다 줄께 집에다가 늦는다고 해
둘이 있는 게 심심하면 친구들 나오라고 해
데려다 줄께 걱정하지마 집에다가 늦는다 해
오빠 눈을 봐 의심하지마 오빠 그런 사람 아니다

아직 밖엔 차가 막혀 어차피 늦게 갈거다
차 좀 뚫리면 데려다 줄께 걱정하지마

그냥 소주만은 못 마시면 섞어서 줄까
아님 과일소주 시켜줄까 뭐로 마실래

한잔만 더 하고 가자 데려다 줄께 집에다가 늦는다고 해
둘이 있는 게 심심하면 친구들 나오라고 해
데려다 줄께 걱정하지마 집에다가 늦는다 해
오빠 눈을 봐 의심하지마 오빠 그런 사람 아니다

한잔만 더 하고 가자 데려다 줄께 집에다가 늦는다고 해
둘이 있는게 심심하면 친구들 나오라고 해
데려다 줄께 걱정하지마 집에다가 늦는다 해
오빠 눈을 봐 의심하지마 오빠 그런 사람 아니다
한잔만 더 하고 가자 좋아서 그래"
One Night,DJ DOC,"Yo! time to bang bang here I com r.e.d. roc you know?
Who’s comin with me double d.o.c one two three to the four everybody groove to the make some noise
Jump up! Jump up! Get in on the floor make .. play disco move

Baby~이밤이 너무 짧잖아 그렇게 서서 멍하니 너 뭐하는거야
Come on baby 나에게 너를 맡겨봐 우리 뜨겁게 오늘밤을 보내는거야

Hey girl 여기서 내숭따윈 일절 우리와 놀면 재밌어 까물어칠걸
자 버스가 지나간뒤에 후회마시고 자 준비하시고
거기 뻘쭘하게 서있지 말고 여기 이도사와 흔들어 봐
Sid e to side put your hands up hands up throw hands up everybody wake up~
이밤을 너와나 이리듬에 맞춰 춤을추며 사랑할거야
Disco night sexy all night 우리가 원하는건 crazy night
Disco night dancing all night 불타는 이밤을 위해~tonight

Yo baby~yo baby I wanna baby~party people~
Come on baby 거기 아리따운 아가씨 거기 가만히 서있지 말고 어서 내게로 와요
One step two step 섹시하게 shake 뜨겁게 조금의 후회도 남지 않게
I’m 슈퍼바이브레이터 I’m 슈퍼바이브레이터 벌써부터 걱정할 필요없어 지금부터 모든걸 나에게 맡겨
차가운 널 뜨겁게 달궈줄께 너의 거길 천천히 적셔줄께
촉촉하게 아예~ 난 슈퍼바이브레이터
이밤을 너와나 이리듬에 맞춰 춤을추며 사랑할거야
Disco night yo disco night 사랑이 식어버린 그대에 night
Disco night yo disco night 뜨거운 밤이되도록~
Disco night sexy all night 우리가 원하는건 crazy night
Disco night dancing all night 불타는 이밤을 위해~tonight
Yo baby~yo baby baby I wanna baby~party people~"
,,
